Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-December-2020,4.80,5.00,4.75,4.99,4.867319195214790647,5517,26,26853.00,5517,100.00,0.25,0.19
29-December-2020,4.76,5.20,4.76,5.00,4.881180420569005124,28295,36,138113.00,28295,100.00,0.44,0.24
28-December-2020,4.80,5.19,4.80,4.99,5.092532629271694729,40148,56,204455.00,40148,100.00,0.39,0.19
24-December-2020,4.72,5.14,4.72,4.95,4.913777972795085563,4558,26,22397.00,4558,100.00,0.42,0.23
23-December-2020,4.96,5.06,4.94,4.95,4.960107719928186714,27850,52,138139.00,27850,100.00,0.12,-0.01
22-December-2020,4.87,5.30,4.87,5.20,5.017896597437030490,4526,20,22711.00,4526,100.00,0.43,0.33
21-December-2020,5.54,5.55,5.04,5.08,5.227735670298436759,25332,69,132429.00,25332,100.00,0.51,-0.46
18-December-2020,5.56,5.56,5.29,5.29,5.303880861429441399,18063,49,95804.00,18063,100.00,0.27,-0.27
17-December-2020,5.60,5.85,5.31,5.56,5.517450832320977115,30457,70,168045.00,30457,100.00,0.54,-0.04
16-December-2020,5.97,5.97,5.47,5.58,5.581956912028725314,11140,37,62183.00,11140,100.00,0.50,-0.39
15-December-2020,5.42,5.97,5.42,5.75,5.766508749879145315,10343,36,59643.00,10343,100.00,0.55,0.33
14-December-2020,6.00,6.17,5.70,5.70,5.780291690654384954,52110,72,301211.00,52110,100.00,0.47,-0.30
11-December-2020,6.20,6.20,5.68,5.99,5.877716794731064763,36440,74,214184.00,36440,100.00,0.52,-0.21
10-December-2020,6.24,6.24,5.68,5.97,5.831503218477849299,26410,70,154010.00,26410,100.00,0.56,-0.27
9-December-2020,5.96,5.98,5.80,5.97,5.955466404987300854,34648,102,206345.00,34648,100.00,0.18,0.01
8-December-2020,5.73,5.73,5.50,5.70,5.675806352897974172,32678,85,185474.00,32678,100.00,0.23,-0.03
7-December-2020,4.96,5.46,4.96,5.46,5.209529034436191762,47392,84,246890.00,47392,100.00,0.50,0.50
4-December-2020,4.96,5.26,4.96,5.20,5.193087195600942655,31825,60,165270.00,31825,100.00,0.30,0.24
3-December-2020,5.15,5.15,4.80,5.01,5.032811072858849153,14233,45,71632.00,14233,100.00,0.35,-0.14
2-December-2020,4.78,5.05,4.78,4.92,4.925825663237682728,7388,35,36392.00,7388,100.00,0.27,0.14
1-December-2020,4.70,5.04,4.70,4.82,4.941221684676945336,22117,58,109285.00,22117,100.00,0.34,0.12
27-November-2020,4.99,5.09,4.67,4.80,4.815038893690579083,10413,36,50139.00,10413,100.00,0.42,-0.19
26-November-2020,4.79,5.15,4.79,4.89,4.964512040557667934,13413,39,66589.00,13413,100.00,0.36,0.10
25-November-2020,5.32,5.32,4.82,5.04,5.011800482596767262,30253,57,151622.00,30253,100.00,0.50,-0.28
24-November-2020,4.83,5.07,4.59,5.07,5.053140867161123959,37617,61,190084.00,37617,100.00,0.48,0.24
23-November-2020,4.70,4.83,4.37,4.83,4.826392090569130679,19521,49,94216.00,19521,100.00,0.46,0.13
20-November-2020,4.43,4.65,4.24,4.60,4.583696035760498764,34004,56,155864.00,34004,100.00,0.41,0.17
19-November-2020,4.33,4.54,4.33,4.43,4.483040017244830400,64947,68,291160.00,64947,100.00,0.21,0.10
18-November-2020,4.32,4.33,4.03,4.33,4.305476198671393659,29053,70,125087.00,29053,100.00,0.30,0.01
17-November-2020,4.09,4.13,4.09,4.13,4.128044580802704902,31942,45,131858.00,31942,100.00,0.04,0.04
14-November-2020,3.96,3.98,3.66,3.94,3.947128245476003147,6355,17,25084.00,6355,100.00,0.32,-0.02
13-November-2020,3.57,3.85,3.57,3.80,3.752798789712556732,3305,16,12403.00,3305,100.00,0.28,0.23
12-November-2020,3.75,3.94,3.74,3.75,3.750573394495412844,6976,18,26164.00,6976,100.00,0.20,0.00
11-November-2020,3.85,3.95,3.60,3.93,3.765022311877254110,16359,38,61592.00,16359,100.00,0.35,0.08
10-November-2020,3.44,3.80,3.44,3.78,3.763569235016044994,28981,43,109072.00,28981,100.00,0.36,0.34
9-November-2020,3.31,3.62,3.31,3.62,3.607435412728418399,4761,15,17175.00,4761,100.00,0.31,0.31
6-November-2020,3.45,3.62,3.33,3.45,3.440157958687727825,3292,11,11325.00,3292,100.00,0.29,0.00
5-November-2020,3.30,3.59,3.30,3.45,3.431630604505911220,4483,16,15384.00,4483,100.00,0.29,0.15
4-November-2020,3.45,3.71,3.41,3.42,3.450559827330365573,7413,20,25579.00,7413,100.00,0.30,-0.03
3-November-2020,3.51,3.60,3.45,3.58,3.527564102564102564,4680,21,16509.00,4680,100.00,0.15,0.07
2-November-2020,3.67,3.89,3.54,3.60,3.728311532100436024,6651,16,24797.00,6651,100.00,0.35,-0.07
30-October-2020,3.90,4.08,3.71,3.71,3.791726618705035971,16680,23,63246.00,16680,100.00,0.37,-0.19
29-October-2020,3.90,3.95,3.90,3.90,3.923610219540377455,7789,15,30561.00,7789,100.00,0.05,0.00
28-October-2020,4.10,4.10,4.00,4.10,4.093907210732252655,1789,8,7324.00,1789,100.00,0.10,0.00
27-October-2020,4.41,4.41,4.05,4.06,4.149322423932498082,3911,15,16228.00,3911,100.00,0.36,-0.35
26-October-2020,4.32,4.39,3.99,4.26,4.282350418185717349,23315,30,99843.00,23315,100.00,0.40,-0.06
23-October-2020,3.90,4.23,3.83,4.19,4.108144861150873174,27944,34,114798.00,27944,100.00,0.40,0.29
22-October-2020,4.05,4.18,3.87,4.03,4.074168797953964194,4301,16,17523.00,4301,100.00,0.31,-0.02
21-October-2020,3.70,4.07,3.70,4.06,3.968378140149845747,18152,55,72034.00,18152,100.00,0.37,0.36
20-October-2020,3.75,4.00,3.75,3.88,3.936516264428121720,5718,40,22509.00,5718,100.00,0.25,0.13
19-October-2020,3.85,3.91,3.60,3.89,3.845991430168291622,32206,55,123864.00,32206,100.00,0.31,0.04
16-October-2020,3.50,3.73,3.50,3.73,3.722772277227722772,14342,22,53392.00,14342,100.00,0.23,0.23
15-October-2020,3.29,3.61,3.29,3.56,3.591965340685309176,2539,15,9120.00,2539,100.00,0.32,0.27
14-October-2020,3.50,3.50,3.35,3.44,3.432416617905207723,6836,16,23464.00,6836,100.00,0.15,-0.06
13-October-2020,3.35,3.54,3.30,3.50,3.468636179684338324,2471,13,8571.00,2471,100.00,0.24,0.15
12-October-2020,3.40,3.58,3.30,3.38,3.463567839195979899,3980,23,13785.00,3980,100.00,0.28,-0.02
9-October-2020,3.42,3.57,3.41,3.41,3.460869565217391304,230,5,796.00,230,100.00,0.16,-0.01
8-October-2020,3.59,3.67,3.40,3.42,3.527932143901725650,3419,18,12062.00,3419,100.00,0.27,-0.17
7-October-2020,3.45,3.61,3.44,3.50,3.467687074829931972,588,7,2039.00,588,100.00,0.17,0.05
6-October-2020,3.67,3.67,3.42,3.48,3.622769142199194012,6948,14,25171.00,6948,100.00,0.25,-0.19
5-October-2020,3.55,3.55,3.45,3.50,3.503414634146341463,2050,9,7182.00,2050,100.00,0.10,-0.05
1-October-2020,3.85,3.85,3.58,3.59,3.692180045633685957,4821,19,17800.00,4821,100.00,0.27,-0.26
