Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-December-2020,277.85,278.50,272.60,276.85,275.231744704026099747,1535034,9050,422490086.00,354925,23.12,5.90,-1.00
29-December-2020,276.20,279.75,274.70,277.90,277.653012306693326994,2116003,11859,587514607.00,340452,16.09,5.05,1.70
28-December-2020,268.25,275.85,268.25,275.15,272.130701542378824034,1468835,11438,399715099.00,502214,34.19,7.60,6.90
24-December-2020,264.60,268.80,264.60,266.75,266.959818909703350349,2008059,17383,536071067.00,825932,41.13,4.20,2.15
23-December-2020,257.60,263.85,255.50,263.05,261.130543532514359360,1610796,16941,420628035.00,497419,30.88,8.35,5.45
22-December-2020,254.00,258.55,248.15,257.55,253.960668585705880293,1799859,14449,457093395.00,363765,20.21,10.40,3.55
21-December-2020,267.30,269.00,251.10,254.60,260.663977236418628888,2450581,17513,638778190.00,520467,21.24,17.90,-12.70
18-December-2020,267.70,271.90,264.90,271.40,268.030684650302413467,1044431,7898,279939556.00,176806,16.93,7.00,3.70
17-December-2020,270.40,272.10,266.80,267.60,269.012918423767872101,5563140,16179,1496556527.00,4208866,75.66,5.30,-2.80
16-December-2020,272.20,273.55,268.55,269.45,270.520724775090887483,1152799,7469,311856021.00,178564,15.49,5.00,-2.75
15-December-2020,274.25,274.25,268.30,270.60,270.360515669887058127,1833421,17749,495684647.00,417330,22.76,5.95,-3.65
14-December-2020,273.40,276.30,272.45,274.25,274.715940762504209682,1377776,9361,378497030.00,239117,17.36,3.85,0.85
11-December-2020,270.00,276.15,270.00,272.45,273.155562455050207616,3745846,23424,1023198671.00,1488672,39.74,6.15,2.45
10-December-2020,269.45,270.80,265.55,269.60,267.918004614889990923,1757355,10464,470827045.00,326702,18.59,5.25,0.15
9-December-2020,272.00,274.85,269.25,270.35,272.034972293588036761,3102170,21633,843898730.00,1065731,34.35,5.60,-1.65
8-December-2020,270.35,273.65,265.20,271.95,270.134378684087693048,4336216,30597,1171361015.00,1377069,31.76,8.45,1.60
7-December-2020,263.45,271.35,263.10,269.70,266.468460627341479776,3212445,19754,856015274.00,1205441,37.52,8.25,6.25
4-December-2020,256.50,264.20,253.75,263.45,259.159612321002508061,4913756,37895,1273447100.00,1326034,26.99,10.45,6.95
3-December-2020,249.00,259.00,248.05,256.35,254.171796099469372192,4348434,22548,1105249280.00,1536943,35.34,10.95,7.35
2-December-2020,248.65,250.80,244.10,246.80,247.733289031972797350,3139106,17016,777661054.00,1373355,43.75,6.70,-1.85
1-December-2020,244.80,248.90,244.25,248.05,246.554738578482562660,2940787,24243,725064970.00,1361713,46.30,4.65,3.25
27-November-2020,246.00,246.00,242.00,244.30,243.474012938487142459,2470768,14346,601567800.00,946085,38.29,4.00,-1.70
26-November-2020,244.40,246.10,240.30,245.45,243.156483144685668034,2935543,21663,713796312.00,798099,27.19,5.80,1.05
25-November-2020,244.20,249.80,241.65,243.15,246.058202163124464397,3557909,20561,875452692.00,838017,23.55,8.15,-1.05
24-November-2020,240.90,245.00,239.45,243.85,241.683621297423498167,2958818,14433,715097849.00,1023691,34.60,5.55,2.95
23-November-2020,243.20,246.10,238.05,238.70,240.850370652223778412,3705630,28185,892502359.00,993696,26.82,8.05,-4.50
20-November-2020,241.20,245.40,234.00,242.80,239.663441522050730080,3775748,28878,904908760.00,674534,17.86,11.40,1.60
19-November-2020,247.50,251.75,239.00,239.75,246.395299352991305074,5483543,46550,1351119219.00,1692068,30.86,12.75,-7.75
18-November-2020,240.00,252.90,238.05,252.05,246.263448782667623585,4947827,32814,1218468941.00,1383461,27.96,14.85,12.05
17-November-2020,231.95,241.50,231.10,240.20,237.068836386762829815,5570949,42327,1320698397.00,2500010,44.88,10.40,8.25
14-November-2020,232.40,232.95,227.70,229.65,230.882549390991541151,628809,13334,145181025.00,315658,50.20,5.25,-2.75
13-November-2020,225.50,230.65,220.15,229.55,225.187363195626157660,3386679,18056,762637314.00,1163859,34.37,10.50,4.05
12-November-2020,232.10,233.20,225.75,226.80,229.356828871223234051,2048545,16692,469847785.00,469962,22.94,7.45,-5.30
11-November-2020,232.90,239.30,227.85,234.20,234.310702680993840080,4531715,31183,1061829326.00,1031377,22.76,11.45,1.30
10-November-2020,222.35,234.95,222.35,231.70,229.343504990977903068,5550816,37331,1273043597.00,1562874,28.16,12.60,9.35
9-November-2020,221.15,222.75,217.05,219.50,219.438131845288191549,2275379,14814,499304917.00,430737,18.93,5.70,-1.65
6-November-2020,219.00,221.80,217.05,219.05,219.004474489598264440,5730486,38868,1255002075.00,2121779,37.03,4.75,0.05
5-November-2020,214.50,220.95,214.50,218.70,218.276404064837326327,12147694,89752,2651554964.00,6240970,51.38,6.45,4.20
4-November-2020,204.40,209.00,198.10,207.05,204.316966278114648745,5225212,32956,1067599464.00,682257,13.06,10.90,2.65
3-November-2020,198.30,205.75,197.75,204.75,202.250544117594154827,2779730,20246,562201905.00,891874,32.08,8.00,6.45
