Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-December-2020,4219.00,4320.00,4200.00,4293.05,4280.106837606837606837,234,43,1001545.00,155,66.24,120.00,74.05
29-December-2020,4074.00,4320.00,4074.00,4283.45,4247.854494902687673772,1079,153,4583435.00,957,88.69,246.00,209.45
28-December-2020,4094.00,4095.00,4012.00,4074.00,4068.280000000000000000,25,6,101707.00,24,96.00,83.00,-20.00
24-December-2020,4040.00,4195.00,3950.00,4085.00,4051.768545994065281899,337,53,1365446.00,286,84.87,245.00,45.00
23-December-2020,4048.00,4048.00,3975.00,4015.80,4015.138461538461538461,65,11,260984.00,65,100.00,73.00,-32.20
22-December-2020,3900.00,4075.00,3850.00,3997.65,3968.808429118773946360,261,40,1035859.00,219,83.91,225.00,97.65
21-December-2020,3990.05,4112.00,3800.00,3945.20,3991.379310344827586206,290,65,1157500.00,274,94.48,312.00,-44.85
18-December-2020,3985.00,4050.00,3985.00,4008.65,4010.923076923076923076,26,13,104284.00,19,73.08,65.00,23.65
17-December-2020,3973.00,4119.20,3970.00,4033.75,4039.337047353760445682,359,80,1450122.00,269,74.93,149.20,60.75
16-December-2020,4040.00,4088.00,3960.05,3992.05,4003.203045685279187817,197,34,788631.00,162,82.23,127.95,-47.95
15-December-2020,4061.00,4150.00,3863.00,4088.30,4026.049281314168377823,487,61,1960686.00,429,88.09,287.00,27.30
14-December-2020,3712.00,4060.00,3712.00,3987.45,3935.024330900243309002,411,119,1617295.00,260,63.26,348.00,275.45
11-December-2020,4090.00,4090.00,3900.00,3919.35,3937.328413284132841328,271,61,1067016.00,253,93.36,190.00,-170.65
10-December-2020,3975.00,4040.00,3975.00,4030.00,4005.815789473684210526,76,15,304442.00,73,96.05,65.00,55.00
9-December-2020,3915.00,3970.00,3900.00,3931.95,3926.463414634146341463,246,50,965910.00,154,62.60,70.00,16.95
8-December-2020,4039.00,4088.00,3956.00,4010.75,4020.551724137931034482,87,41,349788.00,67,77.01,132.00,-28.25
7-December-2020,4199.00,4199.00,3951.00,4089.70,4074.493188010899182561,367,59,1495339.00,337,91.83,248.00,-109.30
4-December-2020,4200.00,4200.00,4050.00,4085.85,4127.929577464788732394,213,45,879249.00,187,87.79,150.00,-114.15
3-December-2020,4049.95,4249.95,3900.00,4009.75,4060.618852459016393442,1220,130,4953955.00,833,68.28,349.95,-40.20
2-December-2020,3900.00,4025.00,3900.00,3979.80,3949.870292887029288702,239,34,944019.00,157,65.69,125.00,79.80
1-December-2020,4000.00,4050.00,3800.00,3828.55,3954.738095238095238095,294,46,1162693.00,283,96.26,250.00,-171.45
27-November-2020,3717.00,4025.00,3717.00,3994.30,3947.159420289855072463,483,125,1906478.00,343,71.01,308.00,277.30
