Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-December-2020,1628.95,1655.00,1615.00,1636.40,1630.328843106180665610,1262,314,2057475.00,913,72.35,40.00,7.45
29-December-2020,1649.95,1669.00,1620.00,1632.70,1632.181583793738489871,2715,489,4431373.00,1122,41.33,49.00,-17.25
28-December-2020,1566.95,1665.50,1550.65,1628.05,1607.159017831043554516,3421,686,5498091.00,1311,38.32,114.85,61.10
24-December-2020,1580.00,1595.00,1560.30,1583.95,1580.554734721289456010,1489,365,2353446.00,796,53.46,34.70,3.95
23-December-2020,1530.00,1579.00,1530.00,1570.00,1561.934869739478957915,998,279,1558811.00,612,61.32,49.00,40.00
22-December-2020,1535.00,1561.45,1485.00,1545.00,1529.734533183352080989,3556,752,5439736.00,1710,48.09,76.45,10.00
21-December-2020,1605.00,1650.00,1480.00,1522.35,1543.504866180048661800,5754,1018,8881327.00,3668,63.75,170.00,-82.65
18-December-2020,1647.75,1657.00,1621.00,1627.85,1638.562770562770562770,924,308,1514032.00,494,53.46,36.00,-19.90
17-December-2020,1674.55,1697.00,1635.10,1641.20,1672.148225108225108225,5775,838,9656656.00,3763,65.16,61.90,-33.35
16-December-2020,1637.00,1671.00,1626.05,1664.20,1652.736842105263157894,2242,484,3705436.00,1409,62.85,44.95,27.20
15-December-2020,1587.30,1645.00,1568.00,1630.60,1616.041634541249036237,2594,469,4192012.00,1247,48.07,77.00,43.30
14-December-2020,1590.10,1622.00,1585.50,1589.15,1598.133105802047781569,586,141,936506.00,368,62.80,36.50,-0.95
11-December-2020,1602.00,1634.00,1590.20,1606.25,1604.926151761517615176,5904,2086,9475484.00,4920,83.33,43.80,4.25
10-December-2020,1630.00,1630.00,1592.00,1603.00,1603.309193954659949622,1588,393,2546055.00,905,56.99,38.00,-27.00
9-December-2020,1620.90,1649.95,1620.90,1624.10,1634.476614699331848552,898,186,1467760.00,487,54.23,29.05,3.20
8-December-2020,1630.00,1642.00,1610.55,1617.85,1620.994719471947194719,1515,296,2455807.00,834,55.05,31.45,-12.15
7-December-2020,1632.35,1657.50,1615.50,1635.80,1635.615384615384615384,2236,401,3657236.00,1345,60.15,42.00,3.45
4-December-2020,1629.00,1658.00,1620.75,1632.35,1635.755093378607809847,2356,452,3853839.00,1274,54.07,37.25,3.35
3-December-2020,1645.80,1655.00,1621.00,1629.85,1635.858663260962111536,2349,488,3842632.00,1294,55.09,34.00,-15.95
2-December-2020,1674.50,1675.00,1620.05,1628.20,1643.781959564541213063,3215,659,5284759.00,1281,39.84,54.95,-46.30
1-December-2020,1635.10,1694.60,1629.00,1670.95,1659.345100864553314121,5552,1055,9212684.00,3652,65.78,65.60,35.85
27-November-2020,1580.00,1683.00,1580.00,1658.10,1642.972168441432720232,8264,1353,13577522.00,5756,69.65,103.00,78.10
26-November-2020,1605.00,1623.75,1590.00,1598.65,1603.816630355846042120,2754,469,4416911.00,1160,42.12,33.75,-6.35
25-November-2020,1631.20,1649.90,1588.75,1596.50,1613.683971201212580522,2639,585,4258512.00,1001,37.93,61.15,-34.70
24-November-2020,1604.00,1658.95,1584.05,1631.20,1630.056055311872723217,13451,2236,21925884.00,7129,53.00,74.90,27.20
23-November-2020,1551.50,1610.00,1533.50,1588.30,1583.992480468750000000,10240,1524,16220083.00,4775,46.63,76.50,36.80
20-November-2020,1494.00,1573.75,1494.00,1543.90,1552.092088664624256622,5549,1097,8612559.00,2347,42.30,79.75,49.90
19-November-2020,1501.00,1513.30,1471.00,1494.20,1495.521716378859236002,1911,445,2857942.00,821,42.96,42.30,-6.80
18-November-2020,1515.00,1522.60,1488.00,1501.25,1506.851785714285714285,2240,494,3375348.00,1278,57.05,34.60,-13.75
17-November-2020,1519.50,1533.90,1503.45,1509.35,1519.575959079283887468,1955,486,2970771.00,1142,58.41,30.45,-10.15
14-November-2020,1528.10,1529.60,1514.30,1519.90,1520.321656050955414012,942,116,1432143.00,707,75.05,15.30,-8.20
13-November-2020,1500.00,1535.35,1491.40,1506.90,1514.163683980794412920,2291,610,3468949.00,637,27.80,43.95,6.90
12-November-2020,1500.00,1514.00,1490.10,1496.75,1499.313122923588039867,2408,466,3610346.00,1614,67.03,23.90,-3.25
11-November-2020,1471.00,1552.75,1461.70,1484.35,1507.591900311526479750,2889,617,4355433.00,1021,35.34,91.05,13.35
10-November-2020,1502.80,1502.80,1454.95,1467.45,1479.216290420988407565,3278,810,4848871.00,1868,56.99,47.85,-35.35
9-November-2020,1500.00,1519.00,1481.35,1495.30,1502.828950542822677925,4145,555,6229226.00,2520,60.80,37.65,-4.70
6-November-2020,1495.50,1514.95,1474.70,1491.75,1490.665732959850606909,6426,1030,9579018.00,3886,60.47,40.25,-3.75
5-November-2020,1477.95,1555.00,1456.30,1484.60,1514.877593747092211780,21494,4277,32560779.00,5712,26.57,98.70,6.65
4-November-2020,1337.65,1369.90,1331.00,1350.75,1340.897872340425531914,1410,236,1890666.00,746,52.91,38.90,13.10
3-November-2020,1350.00,1352.25,1319.40,1322.65,1335.927113702623906705,2401,456,3207561.00,1937,80.67,32.85,-27.35
2-November-2020,1366.00,1400.00,1335.20,1341.70,1354.226476014760147601,2168,518,2935963.00,1099,50.69,64.80,-24.30
30-October-2020,1355.85,1375.00,1355.30,1363.50,1361.873280943025540275,1018,315,1386387.00,532,52.26,19.70,7.65
29-October-2020,1370.00,1392.00,1354.90,1358.80,1367.083924349881796690,846,316,1156553.00,412,48.70,37.10,-11.20
28-October-2020,1397.15,1414.40,1381.00,1382.15,1394.720848056537102473,283,98,394706.00,122,43.11,33.40,-15.00
27-October-2020,1385.05,1398.80,1370.20,1387.45,1386.231568016614745586,963,315,1334941.00,561,58.26,28.60,2.40
26-October-2020,1411.45,1421.25,1376.05,1387.10,1391.268941979522184300,1465,432,2038209.00,650,44.37,45.20,-24.35
23-October-2020,1413.45,1426.75,1391.00,1403.45,1411.454081632653061224,784,259,1106580.00,496,63.27,35.75,-10.00
22-October-2020,1400.00,1438.45,1400.00,1413.45,1415.029766693483507642,1243,385,1758882.00,398,32.02,38.45,13.45
21-October-2020,1412.25,1421.30,1390.50,1408.30,1409.745739290649470290,2171,404,3060558.00,1335,61.49,30.80,-3.95
20-October-2020,1405.50,1414.40,1401.00,1412.30,1407.573236889692585895,553,179,778388.00,259,46.84,13.40,6.80
19-October-2020,1415.00,1415.00,1348.75,1398.25,1379.218845531379248336,5561,947,7669836.00,2228,40.06,66.25,-16.75
16-October-2020,1415.00,1427.15,1389.05,1416.30,1403.690271343481138318,1511,338,2120976.00,1127,74.59,38.10,1.30
15-October-2020,1424.80,1460.00,1411.00,1414.80,1425.253234750462107208,541,174,771062.00,333,61.55,49.00,-10.00
14-October-2020,1446.20,1446.20,1415.80,1430.60,1432.073798239675016926,1477,341,2115173.00,985,66.69,30.40,-15.60
13-October-2020,1465.45,1479.95,1437.10,1446.00,1460.068259385665529010,1172,354,1711200.00,735,62.71,42.85,-19.45
12-October-2020,1486.45,1507.45,1454.30,1464.55,1474.200000000000000000,935,291,1378377.00,564,60.32,53.15,-21.90
9-October-2020,1500.00,1520.25,1489.00,1490.30,1497.617894736842105263,950,176,1422737.00,660,69.47,31.25,-9.70
8-October-2020,1501.00,1510.25,1483.25,1486.05,1496.168604651162790697,516,150,772023.00,291,56.40,27.00,-14.95
7-October-2020,1514.55,1525.00,1494.00,1501.10,1509.157857142857142857,1400,474,2112821.00,850,60.71,31.00,-13.45
6-October-2020,1524.90,1555.35,1510.60,1519.50,1533.683347005742411812,3657,793,5608680.00,2423,66.26,44.75,-5.40
5-October-2020,1542.95,1556.40,1507.35,1514.35,1534.646253021756647864,1241,350,1904496.00,603,48.59,49.05,-28.60
1-October-2020,1462.00,1559.00,1462.00,1542.95,1522.795427356107935663,7523,1403,11455990.00,5139,68.31,97.00,80.95
30-September-2020,1421.85,1527.30,1414.10,1513.15,1488.549403010901540058,5779,862,8602327.00,2236,38.69,113.20,91.30
29-September-2020,1452.20,1454.15,1411.05,1417.95,1428.514084507042253521,568,168,811396.00,272,47.89,43.10,-34.25
28-September-2020,1406.60,1461.85,1406.60,1446.50,1434.197424892703862660,1398,359,2005008.00,925,66.17,55.25,39.90
25-September-2020,1411.55,1423.90,1381.10,1395.65,1395.227313566936208445,2226,284,3105776.00,660,29.65,42.80,-15.90
24-September-2020,1414.00,1445.35,1383.60,1387.35,1403.307667525773195876,3104,715,4355867.00,1418,45.68,61.75,-26.65
23-September-2020,1470.00,1476.35,1414.00,1437.25,1433.348029392117568470,1497,293,2145722.00,604,40.35,62.35,-32.75
22-September-2020,1457.00,1481.10,1420.00,1454.00,1444.501055966209081309,1894,279,2735885.00,1146,60.51,61.10,-3.00
21-September-2020,1513.00,1548.00,1448.90,1459.80,1492.914242292661745549,4606,981,6876363.00,2585,56.12,99.10,-53.20
18-September-2020,1529.95,1550.00,1500.80,1512.40,1529.217085427135678391,3980,654,6086284.00,2120,53.27,49.20,-17.55
17-September-2020,1520.00,1559.10,1507.75,1518.80,1534.448813319164009918,2823,539,4331749.00,1252,44.35,51.35,-1.20
16-September-2020,1559.85,1568.55,1525.45,1540.40,1542.898360655737704918,1525,274,2352920.00,839,55.02,43.10,-19.45
15-September-2020,1583.30,1599.40,1551.50,1558.50,1571.179635979952519124,3791,527,5956342.00,1715,45.24,47.90,-24.80
14-September-2020,1460.00,1585.00,1458.55,1541.85,1539.576979166666666666,9600,2002,14779939.00,6006,62.56,126.45,81.85
