Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-December-2020,1840.00,1899.00,1810.00,1885.60,1860.065270935960591133,812,196,1510373.00,544,67.00,89.00,45.60
29-December-2020,1900.00,1911.65,1830.00,1836.65,1864.302429667519181585,1564,443,2915769.00,991,63.36,81.65,-63.35
28-December-2020,1808.95,1925.00,1781.55,1908.45,1901.645513577331759149,3388,652,6442775.00,2253,66.50,143.45,99.50
24-December-2020,1820.00,1820.00,1755.15,1782.40,1775.400954653937947494,419,122,743893.00,161,38.42,64.85,-37.60
23-December-2020,1760.00,1799.00,1713.30,1747.40,1759.301089918256130790,734,235,1291327.00,525,71.53,85.70,-12.60
22-December-2020,1751.00,1822.45,1700.55,1722.60,1743.796047430830039525,1265,476,2205902.00,739,58.42,121.90,-28.40
21-December-2020,1903.20,1945.50,1710.00,1748.85,1795.626658243840808591,1583,441,2842477.00,750,47.38,235.50,-154.35
18-December-2020,1850.00,1975.00,1790.00,1903.20,1871.106826801517067003,3164,793,5920182.00,1329,42.00,185.00,53.20
17-December-2020,1779.80,1928.00,1773.90,1843.30,1857.132225433526011560,5536,1106,10281084.00,1941,35.06,154.10,63.50
16-December-2020,1695.25,1808.00,1659.25,1747.10,1722.930074074074074074,3375,721,5814889.00,1546,45.81,148.75,51.85
15-December-2020,1749.95,1784.95,1659.10,1696.40,1734.703544219940377608,3019,686,5237070.00,1281,42.43,125.85,-53.55
14-December-2020,1569.95,1781.45,1562.25,1724.20,1693.959893333333333333,9375,2003,15880874.00,4303,45.90,219.20,154.25
11-December-2020,1504.65,1550.05,1487.00,1539.40,1521.768453768453768453,1287,406,1958516.00,1102,85.63,63.05,34.75
10-December-2020,1446.35,1518.80,1438.30,1503.75,1493.555555555555555555,144,67,215072.00,97,67.36,80.50,57.40
9-December-2020,1470.00,1482.05,1444.05,1450.55,1459.386706948640483383,331,143,483057.00,232,70.09,38.00,-19.45
8-December-2020,1470.00,1490.65,1459.50,1470.00,1470.580597014925373134,670,130,985289.00,525,78.36,31.15,0.00
7-December-2020,1441.00,1499.35,1441.00,1487.15,1483.252808988764044943,178,94,264019.00,155,87.08,58.35,46.15
4-December-2020,1439.30,1450.00,1425.00,1443.05,1438.941813261163734776,739,227,1063378.00,612,82.81,25.00,3.75
3-December-2020,1459.80,1470.90,1445.05,1451.20,1454.718367346938775510,245,101,356406.00,187,76.33,25.85,-8.60
2-December-2020,1454.95,1486.00,1444.35,1460.20,1457.960144927536231884,552,220,804794.00,317,57.43,41.65,5.25
1-December-2020,1451.45,1500.00,1429.85,1470.35,1459.885535307517084282,1756,383,2563559.00,1229,69.99,70.15,18.90
27-November-2020,1357.00,1485.65,1348.55,1451.45,1429.149200710479573712,563,184,804611.00,504,89.52,137.10,94.45
26-November-2020,1343.00,1366.00,1343.00,1355.95,1357.529411764705882352,187,34,253858.00,109,58.29,23.00,12.95
25-November-2020,1365.95,1368.05,1347.40,1352.20,1352.643835616438356164,73,20,98743.00,67,91.78,20.65,-13.75
24-November-2020,1386.35,1386.35,1330.00,1350.40,1352.739837398373983739,492,189,665548.00,367,74.59,56.35,-35.95
23-November-2020,1370.05,1386.95,1354.75,1363.70,1370.393220338983050847,295,94,404266.00,273,92.54,32.20,-6.35
20-November-2020,1402.85,1402.85,1372.55,1375.00,1388.677083333333333333,96,57,133313.00,73,76.04,30.30,-27.85
19-November-2020,1380.00,1436.95,1380.00,1402.10,1407.408988764044943820,445,97,626297.00,280,62.92,56.95,22.10
18-November-2020,1367.65,1400.00,1360.00,1389.65,1372.754807692307692307,208,60,285533.00,188,90.38,40.00,22.00
17-November-2020,1376.60,1386.35,1352.00,1367.65,1372.253846153846153846,130,97,178393.00,84,64.62,34.35,-8.95
14-November-2020,1388.00,1388.00,1372.10,1373.85,1374.925714285714285714,175,7,240612.00,160,91.43,15.90,-14.15
13-November-2020,1350.00,1368.60,1350.00,1357.00,1352.544776119402985074,134,82,181241.00,106,79.10,18.60,7.00
12-November-2020,1374.70,1374.70,1350.00,1353.95,1363.173529411764705882,340,147,463479.00,328,96.47,24.70,-20.75
11-November-2020,1370.00,1396.60,1353.80,1368.35,1370.257575757575757575,198,76,271311.00,109,55.05,42.80,-1.65
10-November-2020,1386.90,1395.00,1359.70,1378.80,1380.409937888198757763,161,58,222246.00,123,76.40,35.30,-8.10
9-November-2020,1383.15,1385.40,1364.10,1367.85,1374.023255813953488372,172,119,236332.00,155,90.12,21.30,-15.30
6-November-2020,1418.65,1425.35,1370.60,1379.75,1402.344559585492227979,386,112,541305.00,300,77.72,54.75,-38.90
5-November-2020,1333.60,1481.25,1318.00,1401.05,1410.203341483292583537,2454,603,3460639.00,1614,65.77,163.25,67.45
4-November-2020,1320.00,1340.00,1318.10,1335.00,1331.071005917159763313,169,78,224951.00,151,89.35,21.90,15.00
3-November-2020,1335.75,1335.75,1311.00,1315.80,1320.794117647058823529,136,69,179628.00,101,74.26,24.75,-19.95
2-November-2020,1347.80,1347.80,1300.00,1337.55,1309.067055393586005830,343,64,449010.00,291,84.84,47.80,-10.25
30-October-2020,1325.00,1328.35,1310.80,1311.30,1321.538461538461538461,26,15,34360.00,15,57.69,17.55,-13.70
29-October-2020,1322.65,1322.65,1312.35,1312.35,1319.961538461538461538,52,21,68638.00,50,96.15,10.30,-10.30
28-October-2020,1342.00,1342.00,1315.00,1320.40,1328.914285714285714285,315,107,418608.00,241,76.51,27.00,-21.60
27-October-2020,1333.20,1353.50,1318.00,1344.55,1335.960199004975124378,201,107,268528.00,125,62.19,35.50,11.35
26-October-2020,1499.95,1499.95,1315.80,1340.90,1337.504807692307692307,208,89,278201.00,114,54.81,184.15,-159.05
23-October-2020,1317.85,1335.00,1310.00,1311.40,1314.966101694915254237,118,51,155166.00,96,81.36,25.00,-6.45
22-October-2020,1325.60,1336.75,1303.65,1313.70,1315.815384615384615384,65,40,85528.00,46,70.77,33.10,-11.90
21-October-2020,1330.00,1360.00,1317.25,1337.25,1335.460547504025764895,621,134,829321.00,389,62.64,42.75,7.25
20-October-2020,1349.35,1349.35,1316.95,1318.80,1325.465116279069767441,43,22,56995.00,33,76.74,32.40,-30.55
19-October-2020,1323.10,1360.00,1302.30,1319.60,1331.478723404255319148,94,55,125159.00,41,43.62,57.70,-3.50
16-October-2020,1325.15,1329.80,1292.75,1297.20,1309.627795527156549520,626,129,819827.00,512,81.79,37.05,-27.95
15-October-2020,1343.65,1343.65,1325.00,1325.45,1331.715517241379310344,116,67,154479.00,106,91.38,18.65,-18.20
14-October-2020,1339.85,1356.40,1335.85,1350.50,1349.342105263157894736,76,37,102550.00,65,85.53,20.55,10.65
13-October-2020,1350.00,1356.15,1336.65,1356.15,1341.226415094339622641,53,11,71085.00,52,98.11,19.50,6.15
12-October-2020,1348.70,1358.45,1333.45,1350.00,1341.887254901960784313,204,64,273745.00,181,88.73,25.00,1.30
9-October-2020,1342.00,1365.00,1340.90,1356.80,1347.438016528925619834,242,69,326080.00,197,81.40,24.10,14.80
