Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-December-2020,1229.00,1239.85,1203.90,1209.95,1222.053156619638021946,14034,1294,17150294.00,4729,33.70,35.95,-19.05
29-December-2020,1223.00,1229.10,1195.00,1204.55,1212.738684884713919726,7026,727,8520702.00,2293,32.64,34.10,-18.45
28-December-2020,1225.00,1227.65,1212.00,1219.20,1217.518506387160170324,6106,587,7434168.00,3091,50.62,15.65,-5.80
24-December-2020,1205.00,1229.95,1191.00,1207.35,1220.311283273738577671,45306,667,55287423.00,39978,88.24,38.95,2.35
23-December-2020,1196.65,1235.00,1194.75,1199.00,1216.981738949989624403,4819,854,5864635.00,2205,45.76,40.25,2.35
22-December-2020,1210.10,1225.30,1157.00,1185.45,1184.305783188948723952,12813,952,15174510.00,3538,27.61,68.30,-24.65
21-December-2020,1232.00,1245.00,1171.05,1214.25,1225.814655548764515847,91624,1354,112314042.00,81021,88.43,73.95,-17.75
18-December-2020,1240.05,1260.00,1204.30,1245.80,1242.315636050845837713,20926,1472,25996697.00,9273,44.31,55.70,5.75
17-December-2020,1185.05,1239.00,1185.05,1233.55,1222.295598931958383205,21722,1768,26550705.00,6104,28.10,53.95,48.50
16-December-2020,1159.95,1206.75,1159.95,1194.25,1179.976052979088239351,101474,2445,119736890.00,88426,87.14,46.80,34.30
15-December-2020,1175.00,1175.00,1151.05,1153.20,1157.533258173618940248,3548,321,4106928.00,1057,29.79,23.95,-21.80
14-December-2020,1180.00,1180.00,1153.65,1160.65,1166.735409145607701564,6648,514,7756457.00,3793,57.05,26.35,-19.35
11-December-2020,1161.00,1181.00,1152.50,1174.45,1165.747078128308278636,94460,1467,110116469.00,82446,87.28,28.50,13.45
10-December-2020,1165.00,1187.00,1145.50,1159.20,1165.091461254239003897,19757,1964,23018712.00,6799,34.41,41.50,-5.80
9-December-2020,1180.00,1180.00,1150.00,1156.30,1163.397414038078999715,7038,521,8187991.00,3282,46.63,30.00,-23.70
8-December-2020,1160.70,1189.60,1148.00,1154.65,1164.678564385722737132,10142,1007,11812170.00,3879,38.25,41.60,-6.05
7-December-2020,1165.00,1173.00,1141.00,1153.75,1156.356542247744052502,9752,1055,11276789.00,3469,35.57,32.00,-11.25
4-December-2020,1175.00,1198.90,1149.50,1155.15,1173.785550646375388643,12222,1027,14346007.00,4329,35.42,49.40,-19.85
3-December-2020,1199.00,1237.95,1168.80,1171.25,1204.324224519940915805,21664,1747,26090480.00,4538,20.95,69.15,-27.75
2-December-2020,1117.00,1199.60,1115.45,1190.70,1163.020932134096484055,30575,2938,35559365.00,12654,41.39,84.15,73.70
1-December-2020,1075.75,1145.65,1075.00,1139.00,1122.626049486917506996,22511,2329,25271435.00,6072,26.97,70.65,63.25
27-November-2020,1095.00,1103.80,1060.10,1073.70,1087.574879482968692059,18877,1326,20530151.00,4666,24.72,43.70,-21.30
