Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-December-2020,1360.00,1377.00,1347.75,1358.95,1360.353621730382293762,1988,325,2704383.00,776,39.03,29.25,-1.05
29-December-2020,1368.85,1380.00,1352.00,1359.05,1362.012882908674491840,3493,496,4757511.00,2460,70.43,28.00,-9.80
28-December-2020,1370.00,1390.00,1355.80,1367.60,1371.848175687359501988,5783,713,7933398.00,3372,58.31,34.20,-2.40
24-December-2020,1330.85,1394.00,1330.85,1367.00,1368.596579096579096579,10582,1673,14482489.00,3588,33.91,63.15,36.15
23-December-2020,1323.00,1337.35,1263.05,1314.55,1314.847195357833655705,4136,760,5438208.00,2113,51.09,74.30,-8.45
22-December-2020,1309.00,1329.00,1233.55,1290.05,1275.380885562831306516,6414,1082,8180293.00,1867,29.11,95.45,-18.95
21-December-2020,1385.00,1395.85,1263.00,1291.10,1336.597311070150710181,9223,1178,12327437.00,5455,59.15,132.85,-93.90
18-December-2020,1418.75,1420.95,1370.70,1395.85,1388.041429924242424242,4224,551,5863087.00,1503,35.58,50.25,-22.90
17-December-2020,1418.80,1443.00,1394.40,1412.45,1422.464897679428179770,10213,1425,14527634.00,2139,20.94,48.60,-6.35
16-December-2020,1388.00,1430.00,1382.25,1391.85,1410.004378434065934065,11648,1581,16423731.00,4788,41.11,47.75,3.85
15-December-2020,1395.00,1395.00,1357.00,1369.35,1372.120603015075376884,4776,678,6553248.00,2581,54.04,38.00,-25.65
14-December-2020,1423.00,1437.75,1390.50,1395.25,1402.795016455101081335,6381,814,8951235.00,3166,49.62,47.25,-27.75
11-December-2020,1456.95,1460.90,1401.10,1424.75,1428.614129460283306437,5577,821,7967381.00,2278,40.85,59.80,-32.20
10-December-2020,1478.90,1478.90,1430.00,1447.30,1446.626449088089788082,13543,1831,19591662.00,6254,46.18,48.90,-31.60
9-December-2020,1430.00,1515.00,1409.00,1487.40,1475.117516629711751662,42394,4953,62536132.00,16007,37.76,106.00,57.40
8-December-2020,1535.00,1559.50,1391.50,1418.75,1450.410891496808729668,48570,6204,70446457.00,14862,30.60,168.00,-116.25
7-December-2020,1284.00,1511.80,1280.00,1509.40,1471.170490868336936482,150794,10936,221843683.00,35663,23.65,231.80,225.40
4-December-2020,1209.40,1275.25,1207.90,1259.85,1246.623314304624803507,24174,3146,30135872.00,9432,39.02,67.35,50.45
3-December-2020,1160.80,1244.80,1159.30,1202.40,1213.168269410664172123,26725,2721,32421922.00,10586,39.61,85.50,41.60
2-December-2020,1161.25,1195.00,1150.15,1152.30,1166.219520789288231148,2838,361,3309731.00,1711,60.29,44.85,-8.95
1-December-2020,1174.00,1175.50,1144.70,1153.55,1161.523829969944182052,2329,439,2705189.00,1571,67.45,30.80,-20.45
27-November-2020,1158.60,1178.45,1158.60,1162.30,1170.083698684734954165,2509,476,2935740.00,1320,52.61,19.85,3.70
26-November-2020,1149.85,1165.00,1144.40,1152.95,1153.724330357142857142,896,228,1033737.00,532,59.38,20.60,3.10
25-November-2020,1177.85,1196.05,1146.05,1149.25,1167.959489456159822419,5406,853,6313989.00,2837,52.48,50.00,-28.60
24-November-2020,1175.00,1193.95,1170.00,1173.10,1179.517460317460317460,1890,379,2229288.00,990,52.38,23.95,-1.90
23-November-2020,1185.95,1214.80,1164.25,1174.50,1193.729828072409715273,10993,1537,13122672.00,4310,39.21,50.55,-11.45
20-November-2020,1129.95,1195.00,1106.05,1176.35,1163.721728955881340766,14529,1939,16907713.00,6533,44.97,88.95,46.40
19-November-2020,1140.05,1158.00,1124.05,1129.15,1139.242730409068506653,8116,1099,9246094.00,4396,54.16,33.95,-10.90
18-November-2020,1105.55,1180.10,1105.55,1150.90,1149.826194340554653870,14171,2363,16294187.00,6351,44.82,74.55,45.35
17-November-2020,1060.15,1110.00,1060.15,1092.70,1093.858057271195957327,8905,1578,9740806.00,3970,44.58,49.85,32.55
14-November-2020,1068.00,1071.05,1055.00,1066.60,1066.024456521739130434,1472,219,1569188.00,1085,73.71,16.05,-1.40
13-November-2020,1057.00,1066.55,1051.60,1054.70,1058.399481193255512321,771,205,816026.00,411,53.31,14.95,-2.30
12-November-2020,1057.95,1075.95,1051.10,1052.05,1060.503015075376884422,1990,355,2110401.00,1101,55.33,24.85,-5.90
11-November-2020,1068.00,1070.00,1016.95,1045.50,1051.988657153311379436,2733,349,2875085.00,1439,52.65,53.05,-22.50
10-November-2020,1076.15,1076.15,1048.00,1061.80,1062.103853690398432397,1531,339,1626081.00,902,58.92,28.15,-14.35
9-November-2020,1075.00,1085.00,1045.00,1070.10,1070.445940746440938822,5198,839,5564178.00,2722,52.37,40.00,-4.90
6-November-2020,1054.55,1062.35,1039.00,1048.90,1051.424394700776610324,2189,430,2301568.00,868,39.65,23.35,-5.65
