,Unnamed: 0,Unnamed: 0.1,Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
203,203,203,9-March-2020,476.0,476.0,443.0,457.15,458.1007512908183,911631,17603,417618846.0,387236,42.48,33.0,-18.85
204,204,204,6-March-2020,487.9,496.75,477.05,486.25,486.786542633723,704759,11314,343067197.0,263945,37.45,19.7,-1.65
205,205,205,5-March-2020,512.0,512.0,500.05,504.75,506.88792501664636,744912,8118,377586898.0,390041,52.36,11.95,-7.25
206,206,206,4-March-2020,516.2,517.4,497.05,508.5,504.48666809774323,982943,6988,495881639.0,619375,63.01,20.35,-7.7
207,207,207,3-March-2020,514.9,519.6,508.6,516.45,514.7956419549789,960706,8612,494567262.0,330203,34.37,11.0,1.55
208,208,208,2-March-2020,505.2,520.0,498.6,505.6,514.1187139904811,766464,10829,394053486.0,346639,45.23,21.4,0.4
209,209,209,28-February-2020,505.0,505.2,493.4,496.05,499.61411249474236,611033,11491,305280710.0,206410,33.78,11.8,-8.95
210,210,210,27-February-2020,524.9,524.9,512.85,514.95,515.7891207284489,341328,6532,176053269.0,139597,40.9,12.05,-9.95
211,211,211,26-February-2020,528.8,529.2,522.1,523.65,525.5092460325227,357721,4771,187985693.0,139491,38.99,7.1,-5.15
212,212,212,25-February-2020,531.55,538.75,525.5,531.2,532.6134992479048,551127,9352,293537680.0,203198,36.87,13.25,-0.35
213,213,213,24-February-2020,541.0,541.0,527.7,529.55,534.0074048178986,346126,10264,184833847.0,129998,37.56,13.3,-11.45
214,214,214,20-February-2020,547.0,549.1,542.2,546.65,546.454008975124,231306,4249,126398091.0,73857,31.93,6.9,-0.35
215,215,215,19-February-2020,543.9,546.6,540.8,544.75,543.7198948281643,187883,2875,102155725.0,58814,31.3,5.8,0.85
216,216,216,18-February-2020,541.0,543.15,536.15,541.3,539.7136094910352,351321,8729,189612725.0,128457,36.56,7.0,0.3
217,217,217,17-February-2020,541.5,545.3,538.05,541.75,542.9551397807785,340569,5771,184913689.0,186408,54.73,7.25,0.25
218,218,218,14-February-2020,542.0,548.7,536.7,545.85,544.4836730725516,730266,5674,397617914.0,485966,66.55,12.0,3.85
219,219,219,13-February-2020,550.0,550.0,537.65,541.0,542.0180492478003,281840,5467,152762367.0,99325,35.24,12.35,-9.0
220,220,220,12-February-2020,541.55,550.45,541.55,549.3,546.885192173135,574534,5869,314204137.0,349375,60.81,8.9,7.75
221,221,221,11-February-2020,534.6,544.8,534.6,539.85,541.0400973824303,1859473,3544,1006049453.0,1690296,90.9,10.2,5.25
222,222,222,10-February-2020,537.1,542.05,530.45,533.9,536.9114108937241,8651899,8034,4645303299.0,8355082,96.57,11.6,-3.2
223,223,223,7-February-2020,546.0,546.0,535.05,536.4,537.3729010541394,6846532,4302,3679140763.0,6617909,96.66,10.95,-9.6
224,224,224,6-February-2020,539.9,546.9,536.2,541.65,539.2452258687472,1822740,14317,982903843.0,1380671,75.75,10.7,1.75
225,225,225,5-February-2020,530.6,540.0,526.0,538.9,533.9140072115348,4732141,10600,2526556364.0,3827229,80.88,14.0,8.3
226,226,226,4-February-2020,520.55,534.5,516.8,530.6,523.5703651507289,6884253,15285,3604390857.0,6406537,93.06,17.7,10.05
227,227,227,3-February-2020,504.75,518.8,502.0,515.6,514.0958826847152,482256,9970,247925824.0,90272,18.72,16.8,10.85
228,228,228,1-February-2020,527.0,527.85,502.1,504.5,519.4053043466173,647469,10665,336298833.0,225869,34.88,25.75,-22.5
229,229,229,31-January-2020,531.9,532.75,522.5,525.55,527.01939326417,500844,6372,263954501.0,197615,39.46,10.25,-6.35
230,230,230,30-January-2020,529.8,533.8,524.2,532.3,527.813217354608,635059,9924,335192534.0,359358,56.59,9.6,2.5
231,231,231,29-January-2020,531.0,534.8,525.3,526.45,529.282763791296,1429833,6436,756785962.0,168717,11.8,9.5,-4.55
232,232,232,28-January-2020,538.8,540.5,524.4,528.15,534.4175645668241,652541,8748,348729372.0,166592,25.53,16.1,-10.65
233,233,233,27-January-2020,540.0,545.1,531.8,536.35,539.2831051816888,2098312,24817,1131584211.0,956726,45.6,13.3,-3.65
234,234,234,24-January-2020,528.05,537.1,527.2,533.95,532.1269938950925,693868,9750,369225893.0,349851,50.42,9.9,5.9
235,235,235,23-January-2020,522.5,530.15,517.4,527.7,524.9638257305746,638299,10819,335083885.0,327408,51.29,12.75,5.2
236,236,236,22-January-2020,534.7,534.9,521.05,523.0,526.1924740059359,508770,8437,267710945.0,212246,41.72,13.85,-11.7
237,237,237,21-January-2020,534.85,540.4,530.3,531.0,535.6728658666303,446563,6574,239211682.0,241544,54.09,10.1,-3.85
238,238,238,20-January-2020,535.0,543.95,531.5,534.85,537.4624012303124,339426,7982,182428713.0,102619,30.23,12.45,-0.15
239,239,239,17-January-2020,537.0,537.9,530.3,530.9,532.1713509569561,3212582,10844,1709644103.0,2482176,77.26,7.6,-6.1
240,240,240,16-January-2020,534.9,540.2,532.0,537.0,535.5982350354875,509472,7228,272872304.0,308533,60.56,8.2,2.1
241,241,241,15-January-2020,535.0,537.05,530.65,535.4,532.4437639667749,664076,5713,353583125.0,476296,71.72,6.4,0.4
242,242,242,14-January-2020,537.6,538.8,534.45,537.45,536.0979686052613,796694,9682,427106035.0,579579,72.75,4.35,-0.15
243,243,243,13-January-2020,541.4,545.9,538.0,538.55,542.6132922119418,467883,6186,253879535.0,321614,68.74,7.9,-2.85
244,244,244,10-January-2020,545.4,546.45,538.5,540.25,540.705429088736,7467791,7212,4037875137.0,128136,1.72,7.95,-5.15
245,245,245,9-January-2020,532.0,547.45,530.7,546.3,540.8729451359613,1699565,18068,919248727.0,1099090,64.67,16.75,14.3
246,246,246,8-January-2020,515.5,527.0,515.0,525.85,522.5299121632518,570604,8817,298157658.0,194053,34.01,12.0,10.35
247,247,247,7-January-2020,530.1,535.5,520.05,520.7,521.5744013921251,2010164,6880,1048450085.0,1574257,78.31,15.45,-9.4
248,248,248,6-January-2020,537.85,537.85,523.95,525.65,528.0638911102567,486437,5967,256869815.0,257898,53.02,13.9,-12.2
249,249,249,3-January-2020,538.7,540.9,536.4,538.75,538.4295208519346,1227512,7243,660928698.0,929860,75.75,4.5,0.05
250,250,250,2-January-2020,536.8,542.0,535.95,540.7,539.0787996575821,574736,6495,309827993.0,319980,55.67,6.05,3.9
251,251,251,1-January-2020,539.2,542.6,535.7,536.8,538.0319925350751,180042,3260,96868356.0,43598,24.22,6.9,-2.4
252,252,252,31-December-2019,544.1,544.1,538.1,538.75,540.2808628708406,516462,5536,279034535.0,306577,59.36,6.0,-5.35
253,253,253,30-December-2019,549.4,552.4,542.8,543.95,546.9501547904991,374700,4828,204942223.0,143878,38.4,9.6,-5.45
254,254,254,27-December-2019,540.0,550.5,538.3,549.4,545.6962932876725,970051,8813,529353235.0,699208,72.08,12.2,9.4
255,255,255,26-December-2019,541.5,542.3,537.7,539.0,539.8674257412683,303264,4202,163722355.0,158106,52.13,4.6,-2.5
256,256,256,24-December-2019,541.7,543.7,539.5,541.05,541.4642537341114,188733,3703,102192173.0,45907,24.32,4.2,-0.65
257,257,257,23-December-2019,546.0,549.0,537.75,541.45,542.2585829576167,318946,4977,172951206.0,111944,35.1,11.25,-4.55
258,258,258,20-December-2019,541.8,549.5,540.0,545.85,544.7968979197035,438351,7293,238812265.0,93663,21.37,9.5,4.05
259,259,259,19-December-2019,540.0,541.05,533.7,540.0,537.9909823602536,389348,6825,209465713.0,171305,44.0,7.35,0.0
260,260,260,18-December-2019,542.8,543.0,535.95,541.6,539.3962998205317,249069,4936,134346897.0,70255,28.21,7.05,-1.2
261,261,261,17-December-2019,539.6,543.15,538.9,541.15,540.7274069523169,201832,4104,109136094.0,55829,27.66,4.25,1.55
262,262,262,16-December-2019,539.8,541.25,536.8,538.9,539.0240934558353,398905,7632,215019406.0,179322,44.95,4.45,-0.9
263,263,263,13-December-2019,536.5,542.6,535.75,537.4,539.2967594547481,554166,7592,298859928.0,189421,34.18,6.85,0.9
264,264,264,12-December-2019,535.0,536.95,529.75,535.05,533.4952733886388,556424,7774,296849574.0,229590,41.26,7.2,0.05
265,265,265,11-December-2019,529.8,535.15,527.25,533.6,532.2488822787093,554700,7405,295238455.0,176401,31.8,7.9,3.8
266,266,266,10-December-2019,526.9,530.0,524.8,529.15,527.9707834494835,367771,7910,194172343.0,102111,27.76,5.2,2.25
267,267,267,9-December-2019,524.9,529.25,522.4,526.6,526.7287277946226,352561,8509,185704007.0,115765,32.84,6.85,1.7
268,268,268,6-December-2019,530.4,533.6,521.65,524.75,527.2731182586206,410617,7901,216507306.0,76158,18.55,11.95,-5.65
269,269,269,5-December-2019,533.0,537.3,526.2,527.9,531.794284837559,1042840,15709,554576352.0,158217,15.17,11.1,-5.1
270,270,270,4-December-2019,510.0,531.35,509.55,529.35,522.5934494617934,1307862,16955,683480114.0,388537,29.71,21.8,19.35
271,271,271,3-December-2019,508.0,511.25,504.8,509.0,508.00835260121744,470991,5415,239267362.0,199812,42.42,6.45,1.0
272,272,272,2-December-2019,514.0,514.0,507.4,510.85,510.4876820996055,378433,9623,193185385.0,103978,27.48,6.6,-3.15
273,273,273,29-November-2019,516.9,516.9,510.4,511.95,512.6289621402398,442343,6580,226757833.0,179816,40.65,6.5,-4.95
274,274,274,28-November-2019,508.6,520.0,508.15,519.2,515.7917473035789,1945449,15139,1003446539.0,1269645,65.26,11.85,10.6
275,275,275,27-November-2019,514.5,516.05,504.35,505.65,507.9499638768762,982750,12549,499187827.0,301976,30.73,11.7,-8.85
276,276,276,26-November-2019,501.8,517.5,500.95,511.1,507.83234603230085,1550861,22911,787577380.0,492639,31.77,16.55,9.3
277,277,277,25-November-2019,492.95,500.0,491.7,498.05,496.48084853215295,366421,5934,181921009.0,96420,26.31,8.3,5.1
278,278,278,22-November-2019,501.7,501.7,492.05,496.75,494.29023529093405,849969,5509,420131377.0,547496,64.41,9.65,-4.95
279,279,279,21-November-2019,497.0,503.7,491.25,498.25,498.88511134340416,498413,7051,248650825.0,126801,25.44,12.45,1.25
280,280,280,20-November-2019,496.5,497.95,492.6,494.9,495.0941133050377,363073,8941,179755305.0,85136,23.45,5.35,-1.6
281,281,281,19-November-2019,498.9,502.0,489.8,493.15,496.31581390235846,573097,11791,284437104.0,179348,31.29,12.2,-5.75
282,282,282,18-November-2019,499.3,504.5,496.6,498.25,499.82553009350715,394836,4738,197349113.0,95993,24.31,7.9,-1.05
283,283,283,15-November-2019,499.0,509.6,496.75,499.3,503.95621383452317,1093930,11401,551292821.0,219946,20.11,12.85,0.3
284,284,284,14-November-2019,490.3,499.9,483.55,498.75,493.04343379361467,1107801,10730,546194009.0,621555,56.11,16.35,8.45
285,285,285,13-November-2019,496.8,497.45,483.35,485.8,491.34696400790915,635723,10621,312360566.0,272470,42.86,14.1,-11.0
286,286,286,11-November-2019,487.9,499.35,484.6,496.95,492.6950267980024,536234,10259,264199825.0,228512,42.61,14.75,9.05
287,287,287,8-November-2019,480.0,495.9,480.0,489.45,489.85070731534967,1245272,17423,609997370.0,233519,18.75,15.9,9.45
288,288,288,7-November-2019,483.0,483.0,475.7,478.7,478.55262394163253,592658,5823,283618041.0,197662,33.35,7.3,-4.3
289,289,289,6-November-2019,468.25,483.9,464.7,480.6,476.2429113623572,749862,8859,357116462.0,213844,28.52,19.2,12.35
290,290,290,5-November-2019,472.35,474.0,466.8,468.25,469.913084283512,736265,4687,345980557.0,334665,45.45,7.2,-4.1
291,291,291,4-November-2019,462.6,472.15,462.6,470.35,469.2654125304992,484849,5828,227522866.0,137664,28.39,9.55,7.75
292,292,292,1-November-2019,466.9,467.3,460.4,462.1,462.65717646307945,1754792,8467,811867112.0,1338927,76.3,6.9,-4.8
293,293,293,31-October-2019,474.5,476.95,461.3,462.85,469.868644427342,5397586,12209,2536156417.0,1152067,21.34,15.65,-11.65
294,294,294,30-October-2019,479.0,480.0,470.05,471.05,472.4362375510845,929097,11551,438939091.0,227297,24.46,9.95,-7.95
295,295,295,29-October-2019,470.0,481.95,467.0,477.55,475.659271450858,1923000,18144,914692779.0,1098084,57.1,14.95,7.55
296,296,296,27-October-2019,472.0,473.0,465.0,469.4,469.2214377391927,427741,6064,200705247.0,98869,23.11,8.0,-2.6
297,297,297,25-October-2019,457.6,470.7,454.65,469.1,463.0931906777468,1506846,16363,697810122.0,190077,12.61,16.05,11.5
298,298,298,24-October-2019,456.5,458.8,451.05,454.65,454.59512144305023,1257503,15479,571654729.0,602598,47.92,7.75,-1.85
299,299,299,23-October-2019,453.4,459.75,448.2,455.65,455.7318732616724,1012827,18599,461577546.0,266955,26.36,11.55,2.25
300,300,300,22-October-2019,439.0,458.75,437.9,451.15,451.09213865327996,1155400,19529,521191857.0,294462,25.49,20.85,12.15
301,301,301,18-October-2019,438.4,443.55,435.35,437.75,439.14018535720743,515653,6463,226443954.0,181863,35.27,8.2,-0.65
302,302,302,17-October-2019,435.3,443.25,433.75,440.55,438.47348400271204,492646,9924,216012208.0,153060,31.07,9.5,5.25
303,303,303,16-October-2019,434.1,439.6,431.0,435.3,435.4441172914418,446614,5423,194475439.0,94832,21.23,8.6,1.2
304,304,304,15-October-2019,430.0,435.3,428.0,431.7,431.91405080249024,380690,4532,164425360.0,82518,21.68,7.3,1.7
305,305,305,14-October-2019,430.0,436.35,426.1,428.6,431.1524046353866,699316,8865,301511775.0,303652,43.42,10.25,-1.4
306,306,306,11-October-2019,429.4,433.3,422.15,428.4,428.41115870467803,623567,7178,267143061.0,92299,14.8,11.15,-1.0
307,307,307,10-October-2019,431.7,431.7,420.3,423.7,424.3028164376922,759328,9774,322185009.0,248258,32.69,11.4,-8.0
308,308,308,9-October-2019,418.0,438.4,417.4,436.6,427.5467113344832,1345637,11371,575322674.0,481839,35.81,21.0,18.6
309,309,309,7-October-2019,416.75,423.6,411.6,416.3,418.63895080607534,906677,14051,379570308.0,365389,40.3,12.0,-0.45
310,310,310,4-October-2019,429.9,430.0,412.3,413.75,422.5574804148992,882431,8996,372877820.0,281563,31.91,17.7,-16.15
311,311,311,3-October-2019,422.5,434.05,422.5,427.3,429.62303289844596,878005,8024,377211171.0,329044,37.48,11.55,4.8
312,312,312,1-October-2019,436.9,443.1,416.5,424.55,431.0193557451132,1551684,19550,668805838.0,494006,31.84,26.6,-12.35
313,313,313,30-September-2019,445.75,445.75,431.15,433.4,434.6459312151903,3021074,16165,1313097522.0,2201662,72.88,14.6,-12.35
314,314,314,27-September-2019,449.8,451.75,443.75,449.15,447.59251283278365,702108,9498,314258284.0,125769,17.91,8.0,-0.65
315,315,315,26-September-2019,437.25,458.45,436.5,452.05,447.5334210357541,1917849,15319,858301524.0,816238,42.56,21.95,14.8
316,316,316,25-September-2019,440.0,440.2,429.7,434.45,434.47042088496835,1068558,14472,464256844.0,406184,38.01,10.5,-5.55
317,317,317,24-September-2019,443.0,448.55,433.35,440.85,439.95635141499343,934280,12850,411042420.0,234650,25.12,15.2,-2.15
318,318,318,23-September-2019,432.0,450.0,420.95,445.2,441.6394243525934,3738608,37926,1651116685.0,1193367,31.92,29.05,13.2
319,319,319,20-September-2019,388.3,423.9,386.65,417.35,410.712953299754,2814225,28985,1155838661.0,508916,18.08,37.25,29.05
320,320,320,19-September-2019,396.0,396.1,384.6,386.55,388.7892012659397,1255036,13618,487944444.0,538555,42.91,11.5,-9.45
321,321,321,18-September-2019,404.9,404.9,396.7,399.15,401.8308644443914,1635351,10804,657134506.0,1067845,65.3,8.2,-5.75
322,322,322,17-September-2019,406.85,411.85,398.35,400.6,406.32744398588517,571597,6593,232255548.0,159654,27.93,13.5,-6.25
323,323,323,16-September-2019,409.6,415.75,406.9,411.95,412.450266738069,636767,8018,262634719.0,182967,28.73,8.85,2.35
324,324,324,13-September-2019,407.8,414.8,400.8,413.25,407.44379529062,947216,8565,385937282.0,184409,19.47,14.0,5.45
325,325,325,12-September-2019,398.0,407.05,398.0,402.75,404.3920434350109,838402,8148,339043098.0,175558,20.94,9.05,4.75
326,326,326,11-September-2019,395.95,399.1,393.35,394.35,395.8391616378456,429027,4194,169825688.0,108887,25.38,5.75,-1.6
327,327,327,9-September-2019,392.05,400.3,389.5,394.45,395.5682610934729,1506832,9437,596054914.0,650068,43.14,10.8,2.4
328,328,328,6-September-2019,391.9,394.5,389.2,391.5,392.2747949061452,826329,6532,324148039.0,414634,50.18,5.3,-0.4
329,329,329,5-September-2019,389.7,393.9,388.1,388.9,390.6239931855637,916877,10987,358154155.0,306178,33.39,5.8,-0.8
330,330,330,4-September-2019,390.0,399.6,390.0,397.5,396.2785447615424,1177484,7826,466611646.0,658462,55.92,9.6,7.5
331,331,331,3-September-2019,407.95,407.95,391.05,392.15,396.0601982532222,1038369,13898,411256632.0,457661,44.07,16.9,-15.8
332,332,332,30-August-2019,408.4,412.8,402.8,410.4,406.64548419702544,706386,7926,287248677.0,269804,38.19,10.0,2.0
333,333,333,29-August-2019,411.7,411.7,399.5,404.7,403.9567408852225,859264,7781,347105485.0,495109,57.62,12.2,-7.0
334,334,334,28-August-2019,418.9,418.9,409.8,413.05,414.4105203789768,273051,4294,113155207.0,69043,25.29,9.1,-5.85
335,335,335,27-August-2019,413.7,420.4,411.6,418.7,417.2935275496502,802061,8560,334694864.0,409542,51.06,8.8,5.0
336,336,336,26-August-2019,408.6,413.5,393.0,411.95,404.45962883056177,777758,9209,314571712.0,194643,25.03,20.5,3.35
337,337,337,23-August-2019,390.0,403.0,385.8,395.75,396.0535360123207,2095991,15557,830124647.0,1241009,59.21,17.2,5.75
338,338,338,22-August-2019,411.2,412.4,397.9,399.15,404.45726612519053,925741,10047,374422674.0,545216,58.9,14.5,-12.05
339,339,339,21-August-2019,414.35,418.85,410.75,412.2,415.9493771524672,534561,5833,222350315.0,257350,48.14,8.1,-2.15
340,340,340,20-August-2019,421.6,423.0,412.7,417.15,417.21560894968627,633944,9170,264491332.0,298425,47.07,10.3,-4.45
341,341,341,19-August-2019,421.0,427.6,420.3,423.4,424.76255206798,390115,7209,165706243.0,124693,31.96,7.3,2.4
342,342,342,16-August-2019,417.15,420.05,412.2,419.15,416.47089187103217,568793,10538,236885728.0,270877,47.62,7.85,2.0
343,343,343,14-August-2019,413.8,422.2,411.75,417.35,418.1984182917133,576086,9261,240918254.0,234694,40.74,10.45,3.55
344,344,344,13-August-2019,419.5,421.8,409.25,410.5,417.1196694454997,1018773,8405,424950257.0,603649,59.25,12.55,-9.0
345,345,345,9-August-2019,416.0,422.4,414.6,420.4,419.3753542980195,1004451,7091,421241994.0,579897,57.73,7.8,4.4
346,346,346,8-August-2019,412.0,416.55,404.2,414.6,408.87624356840087,3043761,9528,1244521564.0,2573502,84.55,12.35,2.6
347,347,347,7-August-2019,409.0,415.0,406.45,408.4,412.15535844770767,1323359,10901,545429503.0,704495,53.24,8.55,-0.6
348,348,348,6-August-2019,400.6,411.55,400.6,410.4,409.45251579836923,1896873,7398,776679422.0,1310721,69.1,10.95,9.8
349,349,349,5-August-2019,403.5,406.25,396.0,402.6,400.61114576903014,3674004,8905,1471846952.0,3302817,89.9,10.25,-0.9
350,350,350,2-August-2019,414.8,418.0,405.5,410.75,409.35658530629615,2670096,12731,1093021381.0,563692,21.11,12.5,-4.05
351,351,351,1-August-2019,423.7,426.2,410.8,417.15,417.70642286584035,1634613,8566,682788349.0,229473,14.04,15.4,-6.55
352,352,352,31-July-2019,423.0,430.25,421.4,424.5,426.21238055379393,6241094,7706,2660031531.0,5614240,89.96,8.85,1.5
353,353,353,30-July-2019,430.8,438.75,422.8,424.95,431.33465677695364,899925,11699,388168841.0,201561,22.4,15.95,-5.85
354,354,354,29-July-2019,432.5,434.7,425.5,429.3,427.9495303593433,3534085,25493,1512410016.0,2162129,61.18,9.2,-3.2
355,355,355,26-July-2019,409.3,419.4,408.7,415.5,414.4255298083792,797930,8851,330682563.0,319052,39.98,10.7,6.2
356,356,356,25-July-2019,410.1,413.95,405.3,409.05,408.4026034568825,727187,5760,296985064.0,299979,41.25,8.65,-1.05
357,357,357,24-July-2019,412.25,412.5,401.9,408.55,407.0745330490117,591818,5808,240914036.0,268717,45.41,10.6,-3.7
358,358,358,23-July-2019,413.45,416.0,409.8,412.25,413.8728462782871,537790,6077,222576678.0,304197,56.56,6.2,-1.2
359,359,359,22-July-2019,410.8,413.15,404.2,411.7,409.9807944770037,585769,9448,240154040.0,254845,43.51,8.95,0.9
360,360,360,19-July-2019,419.5,420.05,408.55,410.1,415.9313732958873,1758980,8526,731614967.0,1458162,82.9,11.5,-9.4
361,361,361,18-July-2019,425.8,425.9,417.7,418.7,421.3745739174346,697048,4792,293718304.0,471608,67.66,8.2,-7.1
362,362,362,17-July-2019,424.05,426.9,422.65,424.7,425.0587419799634,535222,5556,227500790.0,285017,53.25,4.25,0.65
363,363,363,16-July-2019,422.0,430.4,421.2,424.55,425.6853679081372,2614158,6991,1112808810.0,2117170,80.99,9.2,2.55
364,364,364,15-July-2019,427.45,428.3,421.75,422.4,423.9286248853005,460987,4735,195425585.0,280530,60.85,6.55,-5.05
365,365,365,12-July-2019,426.7,432.5,423.9,427.05,427.57358387014517,360772,5747,154256577.0,151438,41.98,8.6,0.35
366,366,366,11-July-2019,431.35,432.8,425.0,426.7,427.12254958014887,323567,4992,138202762.0,150058,46.38,7.8,-4.65
367,367,367,10-July-2019,429.15,432.8,427.3,430.95,430.17211559591567,969273,8479,416954217.0,608595,62.79,5.5,1.8
368,368,368,9-July-2019,429.85,429.85,424.8,428.65,427.7189492249673,348695,4352,149143459.0,134864,38.68,5.05,-1.2
369,369,369,8-July-2019,434.5,435.0,422.35,425.9,427.6419590382904,561500,5216,240120960.0,217965,38.82,12.65,-8.6
370,370,370,5-July-2019,436.2,439.85,432.95,436.25,436.721655717849,1028726,8327,449266922.0,562551,54.68,6.9,0.05
371,371,371,4-July-2019,436.1,441.4,434.1,435.95,437.9601773684659,257994,4360,112991098.0,69169,26.81,7.3,-0.15
372,372,372,3-July-2019,437.15,440.1,434.3,436.0,436.7407420464447,198559,2231,86718805.0,41749,21.03,5.8,-1.15
373,373,373,2-July-2019,439.9,439.9,433.7,436.8,436.4947946883259,186156,3684,81256125.0,60035,32.25,6.2,-3.1
374,374,374,1-July-2019,439.7,441.95,437.55,438.65,440.31632149808564,265619,3573,116956381.0,78656,29.61,4.4,-1.05
375,375,375,28-June-2019,439.8,440.55,433.65,437.25,437.381408818058,260715,3055,114031894.0,58563,22.46,6.9,-2.55
376,376,376,27-June-2019,439.8,443.85,437.9,440.75,441.09184206391996,471026,4694,207765726.0,115830,24.59,5.95,0.95
377,377,377,26-June-2019,432.8,439.95,432.35,438.6,437.60910623946035,355800,4067,155701320.0,91819,25.81,7.6,5.8
378,378,378,25-June-2019,429.6,434.5,424.8,433.65,430.2677425996611,315695,4576,135833375.0,100152,31.72,9.7,4.05
379,379,379,24-June-2019,431.5,433.65,428.55,429.6,430.84023974210487,255608,4545,110126212.0,91207,35.68,5.1,-1.9
380,380,380,21-June-2019,432.95,435.2,428.75,430.85,432.1127127936829,462361,4572,199792066.0,124890,27.01,6.45,-2.1
381,381,381,20-June-2019,420.15,434.5,419.6,433.35,426.671155363668,994795,8194,424450332.0,556686,55.96,14.9,13.2
382,382,382,19-June-2019,425.0,426.0,417.4,419.9,422.6548971294484,749194,11302,316650513.0,334858,44.7,8.6,-5.1
383,383,383,18-June-2019,415.05,425.9,415.05,422.2,421.4608495747418,637260,6489,268580141.0,202003,31.7,10.85,7.15
384,384,384,17-June-2019,418.2,419.75,413.4,414.4,415.4522279893702,369526,4079,153520400.0,195263,52.84,6.35,-3.8
385,385,385,14-June-2019,420.0,421.65,416.2,417.9,418.67717151299416,310682,3422,130075461.0,80735,25.99,5.45,-2.1
386,386,386,13-June-2019,416.0,422.1,415.4,420.0,418.5494877648856,223823,3183,93681002.0,41238,18.42,6.7,4.0
387,387,387,12-June-2019,422.5,422.5,414.9,418.0,417.2901805606359,300730,3621,125491676.0,84895,28.23,7.6,-4.5
388,388,388,11-June-2019,419.35,423.9,413.15,421.45,420.2751061195188,415098,3052,174455356.0,119906,28.89,10.75,2.1
389,389,389,10-June-2019,419.4,422.75,412.85,415.9,416.92920187748194,415237,4072,173124431.0,109181,26.29,9.9,-3.5
390,390,390,7-June-2019,413.75,418.4,407.85,416.85,415.6693456478218,793212,7580,329713913.0,297536,37.51,10.55,3.1
391,391,391,6-June-2019,416.5,417.9,410.4,411.6,414.312192738072,478826,5563,198383450.0,161142,33.65,7.5,-4.9
392,392,392,4-June-2019,416.0,422.75,416.0,418.95,420.05056879430816,394255,3084,165607037.0,75467,19.14,6.75,2.95
393,393,393,3-June-2019,422.55,426.25,419.6,422.85,423.0855443052922,491149,6855,207798042.0,176733,35.98,6.65,0.3
394,394,394,31-May-2019,429.5,430.3,414.55,423.4,423.35500611081045,578483,5001,244903674.0,82287,14.22,15.75,-6.1
395,395,395,30-May-2019,422.95,427.9,420.0,426.45,424.30739122261735,388339,4300,164775108.0,99802,25.7,7.9,3.5
396,396,396,29-May-2019,429.9,430.05,421.8,422.9,424.8850300581767,628947,6408,267230165.0,159924,25.43,8.25,-7.0
397,397,397,28-May-2019,435.0,437.8,428.55,434.5,432.4718755669657,512597,5384,221683786.0,113443,22.13,9.25,-0.5
398,398,398,27-May-2019,431.7,437.9,430.0,435.2,433.2620151295671,807690,8128,349941397.0,174001,21.54,7.9,3.5
399,399,399,24-May-2019,413.9,433.55,413.0,431.5,422.6629358103928,1956298,17018,826854656.0,949391,48.53,20.55,17.6
400,400,400,23-May-2019,412.2,427.7,407.7,410.6,417.70836275796796,2077341,18184,867722708.0,326448,15.71,20.0,-1.6
401,401,401,22-May-2019,402.0,408.35,401.2,405.5,405.68632500692354,530801,6112,215338707.0,132928,25.04,7.15,3.5
402,402,402,21-May-2019,408.15,410.95,397.85,400.35,403.3755498435002,668372,6268,269604923.0,148181,22.17,13.1,-7.8
403,403,403,20-May-2019,404.0,414.0,402.0,407.8,409.5296180262209,1534032,19508,628231539.0,548338,35.74,12.0,3.8
404,404,404,17-May-2019,381.8,392.1,381.1,390.3,386.36465275195917,1500858,15384,579878480.0,690487,46.01,11.0,8.5
405,405,405,16-May-2019,379.0,385.0,377.5,381.8,381.1888602826136,645546,4587,246074944.0,373311,57.83,7.5,2.8
406,406,406,15-May-2019,383.45,384.45,376.0,377.05,381.43873100208054,618094,7982,235764991.0,215535,34.87,8.45,-6.4
407,407,407,14-May-2019,377.6,387.55,376.55,380.8,384.41211372382463,2408607,12756,925897708.0,1086599,45.11,11.0,3.2
408,408,408,13-May-2019,386.8,386.8,375.05,376.2,380.34172461888085,512635,4858,194976480.0,123852,24.16,11.75,-10.6
409,409,409,10-May-2019,384.0,389.0,382.35,384.8,385.7725915042984,577186,5302,222662539.0,111996,19.4,6.65,0.8
410,410,410,9-May-2019,382.0,385.6,377.5,381.45,382.3077043901673,662116,6749,253132048.0,159470,24.08,8.1,-0.55
411,411,411,8-May-2019,386.0,390.1,380.05,381.85,384.8577678622104,1092334,8271,420393225.0,368563,33.74,10.05,-4.15
412,412,412,7-May-2019,400.9,407.4,384.0,386.25,397.366586451392,2015410,17482,800856592.0,378211,18.77,23.4,-14.65
413,413,413,6-May-2019,398.0,404.85,394.45,401.4,401.03221770597,835255,9645,334964165.0,184628,22.1,10.4,3.4
414,414,414,3-May-2019,397.45,405.25,394.75,401.85,400.39195699524663,745592,5939,298529040.0,217252,29.14,10.5,4.4
415,415,415,2-May-2019,404.6,405.15,393.5,394.6,396.36088172347087,4038409,14657,1600667352.0,2809417,69.57,11.65,-10.0
