,Unnamed: 0,Unnamed: 0.1,Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
416,416,416,30-April-2019,407.4,409.75,403.25,407.75,407.5218628653824,711549,8194,289971774.0,240017,33.73,6.5,0.35
417,417,417,26-April-2019,398.6,408.2,394.25,407.4,402.92511909378953,546628,5396,220250152.0,141165,25.82,13.95,8.8
418,418,418,25-April-2019,401.9,402.25,394.3,395.35,398.8256749932255,324744,5030,129516245.0,87248,26.87,7.95,-6.55
419,419,419,24-April-2019,396.5,402.25,393.0,401.05,396.99002714571037,446111,3318,177101618.0,142593,31.96,9.25,4.55
420,420,420,23-April-2019,399.95,399.95,393.85,396.35,397.6570586539386,468255,4228,186204906.0,131719,28.13,6.1,-3.6
421,421,421,22-April-2019,404.3,404.3,393.2,394.6,397.7712110588001,329439,4131,131041350.0,101224,30.73,11.1,-9.7
422,422,422,18-April-2019,408.6,410.65,402.55,404.9,406.8781664913428,703460,7235,286222515.0,155942,22.17,8.1,-3.7
423,423,423,16-April-2019,396.6,408.5,396.6,406.8,404.7372157590129,1022196,11391,413720763.0,243283,23.8,11.9,10.2
424,424,424,15-April-2019,394.9,396.9,391.5,392.75,394.1159938369912,4245329,9929,1673152058.0,130935,3.08,5.4,-2.15
425,425,425,12-April-2019,391.05,395.25,388.85,394.45,392.82383249624763,292483,2648,114894293.0,91961,31.44,6.4,3.4
426,426,426,11-April-2019,394.35,395.0,387.75,390.1,390.422991531672,240071,2193,93729238.0,62857,26.18,7.25,-4.25
427,427,427,10-April-2019,396.9,398.6,392.5,393.7,395.4704547341618,397441,3951,157176173.0,69178,17.41,6.1,-3.2
428,428,428,9-April-2019,387.1,398.35,387.1,396.9,393.369013614012,706478,5277,277906554.0,144185,20.41,11.25,9.8
429,429,429,8-April-2019,392.0,392.0,385.1,387.15,388.2554843714869,404741,2652,157142913.0,148799,36.76,6.9,-4.85
430,430,430,5-April-2019,391.9,392.95,385.6,390.5,388.96656317792707,307924,3429,119772140.0,62038,20.15,7.35,-1.4
431,431,431,4-April-2019,393.3,395.5,387.35,388.5,391.1114256767968,566566,5273,221590436.0,165669,29.24,8.15,-4.8
432,432,432,3-April-2019,398.0,402.85,390.9,392.4,396.4370494276874,524888,5231,208085050.0,189170,36.04,11.95,-5.6
433,433,433,2-April-2019,399.0,399.85,393.5,397.45,396.19145255807945,378663,4885,150023044.0,86742,22.91,6.35,-1.55
434,434,434,1-April-2019,402.0,409.3,396.7,398.75,404.6712911524081,1030529,12577,417025501.0,321314,31.18,12.6,-3.25
435,435,435,29-March-2019,401.0,402.7,395.15,398.85,398.3366011276692,910196,7269,362564381.0,280655,30.83,7.55,-2.15
436,436,436,28-March-2019,392.8,401.25,392.8,400.0,397.0693825596225,857103,5260,340329359.0,368827,43.03,8.45,7.2
437,437,437,27-March-2019,395.0,397.9,389.6,393.3,393.01238342670206,1514605,8819,595258521.0,552111,36.45,8.3,-1.7
438,438,438,26-March-2019,384.25,395.15,383.65,394.05,388.6395989400796,1562759,4918,607350031.0,992998,63.54,11.5,9.8
439,439,439,25-March-2019,388.9,388.9,382.6,383.5,384.1143433665912,894525,3841,343599883.0,561396,62.76,6.3,-5.4
440,440,440,22-March-2019,394.0,396.1,390.0,391.6,392.38313280703295,974602,7534,382417386.0,460744,47.28,6.1,-2.4
441,441,441,20-March-2019,398.0,398.15,392.4,393.0,393.8214562566252,1776349,6428,699564350.0,1198824,67.49,5.75,-5.0
442,442,442,19-March-2019,397.5,400.6,394.0,398.15,398.1325724490465,822026,5589,327275326.0,232268,28.26,6.6,0.65
443,443,443,18-March-2019,395.6,399.8,393.5,397.8,396.53920508721774,2570521,10340,1019312354.0,1917758,74.61,6.3,2.2
444,444,444,15-March-2019,388.1,398.3,388.1,395.7,394.35659387954286,1665954,18547,656979945.0,674619,40.49,10.2,7.6
445,445,445,14-March-2019,392.0,393.0,386.95,387.9,388.7831857781836,919995,6409,357678587.0,474553,51.58,6.05,-4.1
446,446,446,13-March-2019,384.0,393.15,384.0,391.85,388.9564517349809,1743996,11150,678338496.0,732248,41.99,9.15,7.85
447,447,447,12-March-2019,378.5,389.0,377.15,388.2,385.7217288334745,3821305,13017,1473960371.0,2005683,52.49,11.85,9.7
448,448,448,11-March-2019,370.8,378.2,370.15,375.9,375.8426557903988,1227627,4661,461394592.0,745849,60.76,8.05,5.1
449,449,449,8-March-2019,370.4,373.2,367.75,370.15,371.07471355904005,1996572,4583,740877383.0,1560626,78.17,5.45,-0.25
450,450,450,7-March-2019,372.0,373.95,368.45,370.4,370.65266183558265,1104238,9591,409288754.0,486068,44.02,5.5,-1.6
451,451,451,6-March-2019,364.15,372.65,364.15,371.6,370.3303456304993,2540748,18191,940916085.0,1272927,50.1,8.5,7.45
452,452,452,5-March-2019,355.0,363.35,352.85,362.35,357.2137324859121,1596215,8510,570189918.0,759874,47.6,10.5,7.35
453,453,453,1-March-2019,351.8,354.9,350.1,353.5,351.72592147461495,2973739,10713,1045941090.0,1772727,59.61,4.8,1.7
454,454,454,28-February-2019,348.25,350.9,345.0,348.8,347.9156007022824,1140282,4559,396721897.0,715201,62.72,5.9,0.55
455,455,455,27-February-2019,350.55,354.6,343.35,345.8,347.1776219243482,1595231,6861,553828505.0,902659,56.58,11.25,-4.75
456,456,456,26-February-2019,352.1,352.5,346.8,348.1,349.5213745517408,1984065,5428,693473126.0,1378279,69.47,5.7,-4.0
457,457,457,25-February-2019,353.45,357.4,352.75,355.5,355.61004678495317,792990,5659,281995211.0,518604,65.4,4.65,2.05
458,458,458,22-February-2019,351.95,353.95,351.4,351.75,352.1330068792485,784388,3997,276208905.0,463629,59.11,2.55,-0.2
459,459,459,21-February-2019,346.0,354.7,346.0,350.4,351.37624512453164,1173477,9096,412331942.0,570097,48.58,8.7,4.4
460,460,460,20-February-2019,344.15,347.65,342.35,345.2,344.72849310845663,888843,4279,306409508.0,382822,43.07,5.3,1.05
461,461,461,19-February-2019,340.3,350.4,339.85,343.35,345.9782882721932,806016,5959,278864036.0,164688,20.43,10.55,3.05
462,462,462,18-February-2019,341.55,343.05,337.2,338.55,339.84379299870506,938255,5272,318860138.0,582772,62.11,5.85,-3.0
463,463,463,15-February-2019,344.35,347.7,340.55,342.0,343.2941736443215,1198588,7715,411468277.0,612333,51.09,7.15,-2.35
464,464,464,14-February-2019,340.7,346.5,336.25,343.1,342.6488528389561,2089201,8203,715862326.0,1154492,55.26,10.25,2.4
465,465,465,13-February-2019,345.8,347.1,339.0,340.0,340.8674113437501,1665957,7666,567870450.0,1342033,80.56,8.1,-5.8
466,466,466,12-February-2019,349.85,352.0,343.25,344.45,348.68928394920243,977291,7385,340770899.0,602305,61.63,8.75,-5.4
467,467,467,11-February-2019,355.0,355.0,348.6,349.3,350.73239451365737,1719251,7697,602997020.0,1022385,59.47,6.4,-5.7
468,468,468,8-February-2019,353.1,357.8,350.8,354.9,354.56109656653,339569,5140,120397957.0,69360,20.43,7.0,1.8
469,469,469,7-February-2019,359.0,361.55,356.5,358.75,359.4969299317092,978317,8068,351701958.0,375992,38.43,5.05,-0.25
470,470,470,6-February-2019,353.0,361.5,353.0,358.9,358.7086526744751,600716,5232,215482027.0,108679,18.09,8.5,5.9
471,471,471,5-February-2019,354.95,355.5,348.9,352.35,351.93934893937035,418855,4042,147411556.0,72324,17.27,6.6,-2.6
472,472,472,4-February-2019,351.6,356.7,346.0,354.6,352.57381086164116,902313,7183,318131933.0,305933,33.91,10.7,3.0
473,473,473,1-February-2019,364.0,365.7,348.7,354.5,357.5654668298488,1192940,11958,426554148.0,206359,17.3,17.0,-9.5
474,474,474,31-January-2019,372.7,376.6,354.1,364.25,366.7790856105848,2786034,26523,1021859003.0,599495,21.52,22.5,-8.45
475,475,475,30-January-2019,351.0,368.05,351.0,365.25,362.0851798887617,3349570,18448,1212829656.0,1197247,35.74,17.05,14.25
476,476,476,29-January-2019,344.85,350.5,341.6,346.9,344.8322815282071,693728,6898,239219809.0,106773,15.39,8.9,2.05
477,477,477,28-January-2019,354.2,354.9,336.85,343.45,344.13296258816627,1647313,9025,566894703.0,386362,23.45,18.05,-10.75
478,478,478,25-January-2019,361.25,364.45,354.5,357.1,359.7401604446634,2252490,7457,810311114.0,1499428,66.57,9.95,-4.15
479,479,479,24-January-2019,365.0,368.45,361.7,365.0,365.5169057502137,1638200,5292,598789795.0,1058675,64.62,6.75,0.0
480,480,480,23-January-2019,369.7,373.5,366.4,367.65,370.3054939258063,257812,2403,95469200.0,59212,22.97,7.1,-2.05
481,481,481,22-January-2019,369.1,372.5,366.15,369.0,367.9678457588234,1645475,6083,605481891.0,1113232,67.65,6.35,-0.1
482,482,482,21-January-2019,372.0,376.2,370.25,371.25,372.37199269931136,3200794,16602,1191886040.0,2582540,80.68,5.95,-0.75
483,483,483,18-January-2019,374.2,376.5,370.05,371.9,372.75703734570726,2567765,6052,957152474.0,1677335,65.32,6.45,-2.3
484,484,484,17-January-2019,376.0,377.95,372.6,373.35,374.2466569422592,3274921,7467,1225628236.0,2424612,74.04,5.35,-2.65
485,485,485,16-January-2019,372.5,379.45,372.5,375.1,377.1021236492032,837191,4331,315706504.0,410984,49.09,6.95,2.6
486,486,486,15-January-2019,374.9,375.35,370.45,372.55,372.15431579959466,4222659,7317,1571480771.0,3625641,85.86,4.9,-2.35
487,487,487,14-January-2019,378.4,378.4,372.7,373.4,374.28329039804237,557428,5706,208635986.0,255368,45.81,5.7,-5.0
488,488,488,11-January-2019,380.8,381.0,375.25,378.55,377.6149733926992,941283,5319,355442555.0,519120,55.15,5.75,-2.25
489,489,489,10-January-2019,380.1,382.1,376.2,379.7,379.2428627835878,443205,5654,168082333.0,119366,26.93,5.9,-0.4
490,490,490,9-January-2019,382.1,383.35,375.9,382.0,381.0417235000476,1057917,7594,403110517.0,329764,31.17,7.45,-0.1
491,491,491,8-January-2019,367.9,381.6,366.75,380.2,375.5535526203697,1032984,11301,387940811.0,348141,33.7,14.85,12.3
492,492,492,7-January-2019,368.3,370.9,366.55,367.5,368.9272870335144,578260,4429,213335893.0,115412,19.96,4.35,-0.8
493,493,493,4-January-2019,361.5,368.55,358.05,365.55,363.22450082612227,714180,6950,259407674.0,148054,20.73,10.5,4.05
494,494,494,3-January-2019,365.0,367.35,362.0,363.25,364.95028393671294,589568,6121,215163009.0,183276,31.09,5.35,-1.75
495,495,495,2-January-2019,362.65,367.95,360.45,364.35,364.8354579821906,716589,6478,261437076.0,166081,23.18,7.5,1.7
496,496,496,1-January-2019,362.0,364.85,356.5,363.65,360.4057744860569,257616,2876,92846294.0,62539,24.28,8.35,1.65
497,497,497,31-December-2018,361.6,363.6,359.35,360.0,361.08145274947924,403731,2650,145779776.0,99557,24.66,4.25,-1.6
498,498,498,28-December-2018,357.35,362.75,357.35,361.05,360.9386137368082,381486,3223,137693028.0,92597,24.27,5.4,3.7
499,499,499,27-December-2018,357.3,360.7,354.75,355.4,357.41126102553596,263706,2628,94251494.0,77445,29.37,5.95,-1.9
500,500,500,26-December-2018,351.75,356.5,348.0,355.35,352.46735195120374,479217,4107,168908347.0,122909,25.65,8.5,3.6
501,501,501,24-December-2018,353.7,357.05,351.75,353.3,354.07532667708,290654,2205,102913410.0,51339,17.66,5.3,-0.4
502,502,502,21-December-2018,362.85,363.5,351.3,353.35,354.8206518685556,1584031,7970,562046912.0,844514,53.31,12.2,-9.5
503,503,503,20-December-2018,363.8,365.6,361.3,362.25,363.3408214650396,615997,6516,223816856.0,213706,34.69,4.3,-1.55
504,504,504,19-December-2018,364.65,369.25,361.05,366.6,365.59567844062485,615426,9272,224997086.0,211455,34.36,8.2,1.95
505,505,505,18-December-2018,358.0,362.75,354.55,362.35,361.66705386546397,7145339,5529,2584233705.0,146326,2.05,8.2,4.35
506,506,506,17-December-2018,352.0,360.0,351.95,358.0,358.15147755247307,606882,5215,217355685.0,156919,25.86,8.05,6.0
507,507,507,14-December-2018,349.9,354.0,349.35,352.1,352.1226323181092,692819,5435,243957250.0,226909,32.75,4.65,2.2
508,508,508,13-December-2018,352.15,354.15,347.0,349.3,351.23824652406716,692476,6088,243224056.0,154888,22.37,7.15,-2.85
509,509,509,12-December-2018,344.4,351.5,339.5,350.4,345.5191234043084,2410005,7190,832702815.0,1642429,68.15,12.0,6.0
510,510,510,11-December-2018,338.0,344.45,335.9,342.75,340.98580870581316,1040638,11989,354842790.0,239796,23.04,8.55,4.75
511,511,511,10-December-2018,347.0,349.55,344.35,346.35,346.8156629105122,472824,5411,163982769.0,169978,35.95,5.2,-0.65
512,512,512,7-December-2018,349.9,353.0,345.65,352.15,349.86218670983163,756168,6875,264554590.0,262721,34.74,7.35,2.25
513,513,513,6-December-2018,349.4,349.9,343.5,347.55,347.00777145359007,575568,6163,199726569.0,178119,30.95,6.4,-1.85
514,514,514,5-December-2018,355.8,356.0,349.7,351.1,353.00849793874403,553546,3577,195406442.0,143204,25.87,6.3,-4.7
515,515,515,4-December-2018,352.35,359.2,352.35,358.0,357.1719334979573,527262,4177,188323188.0,136446,25.88,6.85,5.65
516,516,516,3-December-2018,359.8,359.8,352.3,355.5,354.9818192210075,559877,4264,198746156.0,114161,20.39,7.5,-4.3
517,517,517,30-November-2018,363.55,364.8,354.05,355.0,358.62010575340537,713925,10589,256027859.0,221405,31.01,10.75,-8.55
518,518,518,29-November-2018,362.4,366.2,360.15,362.25,363.2806403015055,804496,6110,292257822.0,189053,23.5,6.05,-0.15
519,519,519,28-November-2018,357.7,361.45,353.5,359.05,356.5484414549299,856921,11817,305533847.0,300558,35.07,7.95,1.35
520,520,520,27-November-2018,356.5,356.5,351.7,354.35,354.00761705063934,560847,4660,198544110.0,127748,22.78,4.8,-2.15
521,521,521,26-November-2018,355.9,357.75,350.75,356.5,354.7774770818307,687664,5619,243967699.0,130811,19.02,7.0,0.6
522,522,522,22-November-2018,359.15,359.25,351.0,351.95,354.9636910764726,1295026,4611,459687209.0,904713,69.86,8.25,-7.2
523,523,523,21-November-2018,356.0,360.2,353.05,356.8,357.0954494050361,662309,5983,236507530.0,101370,15.31,7.15,0.8
524,524,524,20-November-2018,362.55,365.5,354.85,358.0,359.0090337747908,746089,5697,267852691.0,232636,31.18,10.65,-4.55
525,525,525,19-November-2018,370.0,370.45,360.75,362.5,363.7100597195528,485938,4864,176740539.0,97450,20.05,9.7,-7.5
526,526,526,16-November-2018,371.0,375.25,365.5,367.4,370.18172260774963,981628,11690,363380744.0,195095,19.87,9.75,-3.6
527,527,527,15-November-2018,365.0,374.75,362.0,369.6,369.553406744341,1269746,9279,469238960.0,269812,21.25,12.75,4.6
528,528,528,14-November-2018,363.6,369.5,361.4,366.6,365.67035020841456,1470867,10300,537852451.0,374876,25.49,8.1,3.0
529,529,529,13-November-2018,348.0,362.0,348.0,360.9,356.68034080006964,873474,9468,311551004.0,247657,28.35,14.0,12.9
530,530,530,12-November-2018,357.8,358.0,351.75,352.3,354.56122723810773,560641,3787,198781561.0,91878,16.39,6.25,-5.5
531,531,531,9-November-2018,357.05,357.8,352.7,355.8,355.39823150475104,568619,5384,202086187.0,144502,25.41,5.1,-1.25
532,532,532,7-November-2018,356.85,357.25,354.7,356.0,355.943025205023,199246,2226,70920224.0,99892,50.14,2.55,-0.85
533,533,533,6-November-2018,349.8,358.1,347.65,353.2,353.3572343595349,775936,7605,274182599.0,135759,17.5,10.45,3.4
534,534,534,5-November-2018,351.6,351.8,347.8,349.8,349.9392821715708,1642203,11577,574671339.0,1169772,71.23,4.0,-1.8
535,535,535,2-November-2018,356.5,357.65,352.0,354.3,355.2193917520611,5770969,9180,2049960098.0,4731784,81.99,5.65,-2.2
536,536,536,1-November-2018,356.1,358.4,351.3,353.4,354.68144455290604,774468,7082,274689429.0,133916,17.29,7.1,-2.7
537,537,537,31-October-2018,344.15,356.3,335.0,355.1,348.43594617529976,1669791,14455,581815207.0,647418,38.77,21.3,10.95
538,538,538,30-October-2018,348.9,353.8,343.0,345.9,348.1305186465315,1908371,13501,664362186.0,466070,24.42,10.8,-3.0
539,539,539,29-October-2018,328.9,352.05,326.65,349.15,341.75904213219457,4672294,33274,1596798722.0,1282134,27.44,25.4,20.25
540,540,540,26-October-2018,320.8,323.4,313.1,315.05,318.66957890882463,955850,8211,304600317.0,166073,17.37,10.3,-5.75
541,541,541,25-October-2018,319.8,321.85,311.95,319.7,316.97725447899813,917895,7927,290951837.0,218991,23.86,9.9,-0.1
542,542,542,24-October-2018,328.1,329.8,316.8,323.95,324.4982238617536,892667,6475,289668856.0,174411,19.54,13.0,-4.15
543,543,543,23-October-2018,322.7,328.6,318.7,321.7,323.5980951712174,768993,6511,248844670.0,187481,24.38,9.9,-1.0
544,544,544,22-October-2018,319.6,329.65,316.4,327.0,324.52663546173125,1590774,12130,516248534.0,391042,24.58,13.25,7.4
545,545,545,19-October-2018,314.7,321.55,310.3,314.9,316.4730878875739,658068,6797,208260812.0,114896,17.46,11.25,0.2
546,546,546,17-October-2018,325.0,327.8,311.9,314.7,320.81807993767893,1170712,7625,375585576.0,282224,24.11,15.9,-10.3
547,547,547,16-October-2018,314.5,323.0,314.05,321.05,320.951418549577,1904410,9482,611223091.0,1059121,55.61,8.95,6.55
548,548,548,15-October-2018,318.8,318.8,309.6,313.2,313.3573798583295,732968,6090,229680932.0,97730,13.33,9.2,-5.6
549,549,549,12-October-2018,313.25,324.0,313.25,318.8,320.2979506552986,927516,8943,297081474.0,103928,11.2,10.75,5.55
550,550,550,11-October-2018,310.0,315.3,305.9,311.6,312.0589739550453,844271,7553,263462342.0,131196,15.54,9.4,1.6
551,551,551,10-October-2018,307.9,322.6,305.0,318.9,315.5420244149941,987426,9805,311574399.0,132546,13.42,17.6,11.0
552,552,552,9-October-2018,312.9,312.9,303.4,306.1,306.60601375684894,940477,7585,288355904.0,132077,14.04,9.5,-6.8
553,553,553,8-October-2018,306.6,313.5,298.5,310.75,307.41620822216134,1605247,13369,493478946.0,587531,36.6,15.0,4.15
554,554,554,5-October-2018,316.5,321.1,298.8,306.6,313.37401880445094,2341786,17603,733854890.0,362985,15.5,22.3,-9.9
555,555,555,4-October-2018,300.0,320.9,294.8,315.95,310.92873366017307,3662753,27214,1138855152.0,486963,13.3,26.1,15.95
556,556,556,3-October-2018,312.0,314.3,302.65,303.6,308.19338446883586,903873,6707,278567679.0,201064,22.24,11.65,-8.4
557,557,557,1-October-2018,305.3,315.55,300.5,314.15,308.87911167063754,1011967,6578,312575468.0,246954,24.4,15.05,8.85
558,558,558,28-September-2018,307.0,311.25,301.7,305.0,305.7193993696008,685280,7226,209503390.0,107849,15.74,9.55,-2.0
559,559,559,27-September-2018,315.0,316.15,305.05,306.65,311.023582645222,1788349,5955,556218713.0,1348784,75.42,11.1,-8.35
560,560,560,26-September-2018,315.0,315.0,305.25,312.5,310.6971855776956,815265,7760,253300541.0,217737,26.71,9.75,-2.5
561,561,561,25-September-2018,307.9,313.75,300.3,310.15,304.3934503551976,1761836,11266,536291339.0,943954,53.58,13.45,2.25
562,562,562,24-September-2018,318.0,318.0,305.75,308.75,311.28216863184207,798402,13269,248528306.0,182632,22.87,12.25,-9.25
563,563,563,21-September-2018,323.9,333.4,302.8,317.8,324.83180589221854,1558598,14486,506282203.0,469820,30.14,30.6,-6.1
564,564,564,19-September-2018,319.0,324.7,316.85,320.85,320.10881724014587,1931863,7451,618406380.0,1090220,56.43,7.85,1.85
565,565,565,18-September-2018,324.9,327.85,317.7,318.7,321.2287751510724,361416,5427,116097219.0,71721,19.84,10.15,-6.2
566,566,566,17-September-2018,328.0,328.0,321.55,325.45,324.54372350622214,498702,6639,161850604.0,110057,22.07,6.45,-2.55
567,567,567,14-September-2018,326.2,329.25,324.25,328.15,326.9140341580728,539726,4325,176444004.0,151482,28.07,5.0,1.95
568,568,568,12-September-2018,326.6,327.7,318.5,323.1,322.5811415757987,617655,3723,199243855.0,107611,17.42,9.2,-3.5
569,569,569,11-September-2018,333.65,336.7,325.15,326.6,332.4331960159797,513652,3434,170754976.0,139850,27.23,11.55,-7.05
570,570,570,10-September-2018,331.8,335.7,328.0,333.05,332.6593781355818,1531813,6462,509571960.0,175034,11.43,7.7,1.25
571,571,571,7-September-2018,328.8,336.35,322.8,335.05,332.0039995746452,968603,6781,321580070.0,307727,31.77,13.55,6.25
572,572,572,6-September-2018,330.6,331.3,325.85,328.45,328.8646974614828,423318,3135,139214346.0,50388,11.9,5.45,-2.15
573,573,573,5-September-2018,328.65,331.35,325.0,329.95,327.9528487842123,513412,4708,168374928.0,91067,17.74,6.35,1.3
574,574,574,4-September-2018,335.8,336.75,327.05,328.3,331.010966751564,519844,4043,172074065.0,105213,20.24,9.7,-7.5
575,575,575,3-September-2018,342.7,345.0,332.6,334.05,338.1576502007728,527960,5871,178533713.0,163765,31.02,12.4,-8.65
576,576,576,31-August-2018,345.8,346.9,338.7,342.65,342.23137280878717,664244,7752,227325136.0,218275,32.86,8.2,-3.15
577,577,577,30-August-2018,339.9,345.45,337.7,344.4,342.1155002424904,694873,5810,237726824.0,154898,22.29,7.75,4.5
578,578,578,29-August-2018,338.0,342.65,336.05,340.65,340.5326925243281,461604,5163,157191253.0,134452,29.13,6.6,2.65
579,579,579,28-August-2018,341.1,343.6,336.4,338.85,338.94097638467014,543884,3936,184344574.0,113215,20.82,7.2,-2.25
580,580,580,27-August-2018,331.25,342.05,331.25,339.9,336.55959603351045,2077202,6398,699102266.0,1456005,70.09,10.8,8.65
581,581,581,24-August-2018,335.8,335.8,327.45,330.1,329.98604968906653,995390,5065,328464814.0,505189,50.75,8.35,-5.7
582,582,582,23-August-2018,337.9,338.7,334.9,336.9,336.63471436436987,1930659,4915,649926841.0,1451117,75.16,3.8,-1.0
583,583,583,21-August-2018,338.35,341.6,334.05,338.9,338.21010314019384,661042,4484,223571083.0,291293,44.07,7.55,0.55
584,584,584,20-August-2018,341.0,342.35,337.0,338.35,339.39625434555273,566096,4325,192130862.0,178007,31.44,5.35,-2.65
585,585,585,17-August-2018,336.55,342.3,336.0,340.05,339.7130278777412,852257,7619,289522806.0,341446,40.06,6.3,3.5
586,586,586,16-August-2018,330.9,339.15,328.85,334.45,335.3336609002472,1073572,8239,360004829.0,330742,30.81,10.3,3.55
587,587,587,14-August-2018,324.6,333.5,324.6,332.3,329.50678113469473,684325,8565,225489728.0,196947,28.78,8.9,7.7
588,588,588,13-August-2018,322.0,327.35,321.95,325.25,324.9643238774814,624199,4408,202842406.0,134579,21.56,5.4,3.25
589,589,589,10-August-2018,333.05,339.75,325.45,328.15,331.299598060056,1331791,10406,441221823.0,158935,11.93,14.3,-4.9
590,590,590,9-August-2018,320.0,345.5,319.6,332.95,334.4808547405236,3378382,26317,1130004099.0,663816,19.65,25.9,12.95
591,591,591,8-August-2018,313.1,319.65,308.35,318.2,314.63889292113805,861113,5977,270939641.0,164394,19.09,11.3,5.1
592,592,592,7-August-2018,315.15,318.0,310.5,313.1,314.3960552713792,858817,6392,270008677.0,215447,25.09,7.5,-2.05
593,593,593,6-August-2018,311.0,317.8,307.0,315.05,313.58470872445537,2878151,13714,902544143.0,926505,32.19,10.8,4.05
594,594,594,3-August-2018,300.0,306.65,297.8,304.8,300.52228924506414,4618326,9005,1387909902.0,509715,11.04,8.85,4.8
595,595,595,2-August-2018,296.1,300.55,294.05,297.85,297.35201741784226,962691,3310,286258111.0,93174,9.68,6.5,1.75
596,596,596,1-August-2018,302.0,305.4,296.3,299.05,301.41014968724204,421412,3451,127017854.0,86233,20.46,9.1,-2.95
597,597,597,31-July-2018,306.7,308.3,302.25,303.95,304.73020264356086,860279,7218,262152994.0,204921,23.82,6.05,-2.75
598,598,598,30-July-2018,298.2,308.35,294.5,307.25,303.0176069334741,2931402,21301,888266419.0,693336,23.65,13.85,9.05
599,599,599,27-July-2018,285.0,294.9,282.5,293.3,290.7993814841737,1134975,10092,330050028.0,177443,15.63,12.4,8.3
600,600,600,26-July-2018,275.0,286.4,273.2,285.8,283.50270595866925,2266110,6187,642448317.0,1640888,72.41,13.2,10.8
601,601,601,25-July-2018,274.05,276.55,272.45,274.6,274.4320342741177,319308,3664,87628344.0,73571,23.04,4.1,0.55
602,602,602,24-July-2018,274.9,277.85,273.25,274.5,275.297613491053,362077,3761,99678934.0,80808,22.32,4.6,-0.4
603,603,603,23-July-2018,265.0,275.7,265.0,274.85,272.1899416463536,473835,3317,128973121.0,138380,29.2,10.7,9.85
604,604,604,20-July-2018,261.95,267.6,261.95,266.0,264.1971426899906,4256171,5175,1124468217.0,1155054,27.14,5.65,4.05
605,605,605,19-July-2018,262.5,264.4,259.5,261.2,261.899467063648,542091,3443,141973344.0,134616,24.83,4.9,-1.3
606,606,606,18-July-2018,266.75,267.1,261.15,262.6,265.04077446319957,1792519,5995,475090624.0,1302335,72.65,5.95,-4.15
607,607,607,17-July-2018,260.95,267.35,260.05,266.3,264.63700195658765,784018,4875,207480173.0,307510,39.22,7.3,5.35
608,608,608,16-July-2018,266.7,266.95,256.5,259.3,259.7168444030724,918495,7894,238548623.0,242193,26.37,10.45,-7.4
609,609,609,13-July-2018,272.4,273.3,266.2,268.05,268.4806198515874,766377,6193,205757372.0,210460,27.46,7.1,-4.35
610,610,610,12-July-2018,271.0,273.65,269.45,272.4,272.05811605337743,2584914,3855,703246833.0,2139995,82.79,4.2,1.4
611,611,611,11-July-2018,275.0,277.0,267.5,268.85,271.8132318334112,665879,3673,180994723.0,333707,50.12,9.5,-6.15
612,612,612,10-July-2018,272.0,275.85,272.0,273.4,274.7159986682291,1687978,4104,463714562.0,1330976,78.85,3.85,1.4
613,613,613,9-July-2018,272.1,274.35,270.15,271.25,272.34376545060286,513734,3948,139912252.0,184258,35.87,4.2,-0.85
614,614,614,6-July-2018,270.15,271.95,267.05,270.0,270.18566177050786,1900946,6949,513608353.0,1456120,76.6,4.9,-0.15
615,615,615,5-July-2018,273.5,275.35,270.75,271.6,272.87395980578947,325420,2713,88798644.0,91899,28.24,4.6,-1.9
616,616,616,4-July-2018,273.15,274.45,271.0,273.2,272.7524941686437,351119,3190,95768583.0,89788,25.57,3.45,0.05
617,617,617,3-July-2018,275.0,276.65,272.4,272.95,274.41903825153844,507326,3730,139219913.0,142033,28.0,4.25,-2.05
618,618,618,2-July-2018,275.0,279.95,271.2,277.45,273.98063470366725,6089708,4554,1668462063.0,5254649,86.29,8.75,2.45
619,619,619,29-June-2018,272.0,276.0,269.7,275.5,273.71563031614943,1165082,5349,318901154.0,535814,45.99,6.3,3.5
620,620,620,28-June-2018,278.8,278.8,268.3,271.15,273.7139232789141,2296370,5460,628548442.0,1661510,72.35,10.5,-7.65
621,621,621,27-June-2018,288.5,288.5,273.8,278.9,279.4213001307316,985224,7734,275292571.0,311559,31.62,14.7,-9.6
622,622,622,26-June-2018,287.4,288.8,284.75,288.0,286.8059114340745,587201,6359,168412718.0,192150,32.72,4.05,0.6
623,623,623,25-June-2018,299.9,300.2,288.45,289.45,293.502447874184,1722515,6044,505562369.0,1249265,72.53,11.75,-10.45
624,624,624,22-June-2018,298.1,302.7,295.5,300.85,298.7091566858038,788342,4779,235484974.0,161593,20.5,7.2,2.75
625,625,625,21-June-2018,293.65,300.25,293.65,297.55,297.85487319769766,877350,6649,261322973.0,178514,20.35,6.6,3.9
626,626,626,20-June-2018,292.0,294.35,291.05,293.25,292.9869679319121,758667,3316,222279544.0,364697,48.07,3.3,1.25
627,627,627,19-June-2018,296.55,296.55,288.5,292.0,291.35163560793046,1343476,8851,391423930.0,369592,27.51,8.05,-4.55
628,628,628,18-June-2018,284.95,293.9,283.5,292.5,291.0367169994975,1265708,10575,368367501.0,394190,31.14,10.4,7.55
