Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-December-2020,781.90,800.00,781.90,788.35,787.264044943820224719,178,10,140133.00,178,100.00,18.10,6.45
29-December-2020,793.00,805.00,786.55,798.05,799.214859437751004016,498,18,398009.00,491,98.59,18.45,5.05
28-December-2020,746.10,802.00,746.10,793.45,787.245567710298000754,2651,74,2086988.00,1321,49.83,55.90,47.35
24-December-2020,763.45,769.95,746.10,746.50,756.432481751824817518,548,29,414525.00,466,85.04,23.85,-16.95
23-December-2020,769.95,769.95,750.00,755.05,755.268041237113402061,291,22,219783.00,222,76.29,19.95,-14.90
22-December-2020,755.25,796.00,731.55,759.95,758.072360616844602609,843,43,639055.00,604,71.65,64.45,4.70
21-December-2020,753.50,785.00,745.00,775.75,768.098429062346588119,4074,245,3129233.00,2613,64.14,40.00,22.25
18-December-2020,755.05,782.80,755.05,775.00,775.208649912331969608,1711,46,1326382.00,1649,96.38,27.75,19.95
17-December-2020,775.00,781.95,752.05,775.00,775.419221209610604805,1207,51,935931.00,1132,93.79,29.90,0.00
16-December-2020,740.10,779.80,740.10,775.60,772.967956852791878172,3152,211,2436395.00,2821,89.50,39.70,35.50
15-December-2020,742.00,759.00,740.00,741.15,741.391541609822646657,733,38,543440.00,662,90.31,19.00,-0.85
14-December-2020,796.00,800.00,740.05,747.10,762.054132712456344586,1718,82,1309209.00,1275,74.21,59.95,-48.90
11-December-2020,775.00,783.00,719.50,776.50,772.162959700506496366,4541,611,3506392.00,3305,72.78,63.50,1.50
10-December-2020,745.00,764.90,730.40,745.10,738.117924528301886792,424,27,312962.00,392,92.45,34.50,0.10
9-December-2020,755.00,759.95,738.00,748.80,747.847472150814053127,1167,55,872738.00,864,74.04,21.95,-6.20
8-December-2020,718.00,757.00,700.00,756.00,728.162426614481409001,1533,67,1116273.00,1125,73.39,57.00,38.00
7-December-2020,731.95,731.95,711.00,712.65,715.341836734693877551,784,50,560828.00,572,72.96,20.95,-19.30
4-December-2020,717.05,734.95,712.45,712.85,720.012325390304026294,1217,49,876255.00,620,50.94,22.50,-4.20
3-December-2020,730.00,730.00,711.00,717.05,717.639749117992943943,2551,62,1830699.00,1518,59.51,19.00,-12.95
2-December-2020,739.90,745.00,710.70,719.55,720.365551992670636738,2183,88,1572558.00,1720,78.79,34.30,-20.35
1-December-2020,743.00,743.00,705.00,737.80,721.500241196333815726,2073,63,1495670.00,1174,56.63,38.00,-5.20
27-November-2020,720.00,729.90,710.00,716.55,718.439669421487603305,605,41,434656.00,510,84.30,19.90,-3.45
26-November-2020,715.05,730.05,710.10,713.20,720.860215053763440860,558,33,402240.00,319,57.17,19.95,-1.85
25-November-2020,715.00,721.90,700.00,710.85,711.992779783393501805,277,25,197222.00,227,81.95,21.90,-4.15
24-November-2020,740.80,740.90,706.20,714.50,716.318260869565217391,575,50,411883.00,490,85.22,34.70,-26.30
23-November-2020,713.00,738.00,713.00,715.00,720.212598425196850393,1397,55,1006137.00,1164,83.32,25.00,2.00
20-November-2020,718.10,733.95,718.00,733.75,725.188811188811188811,429,28,311106.00,270,62.94,15.95,15.65
19-November-2020,736.00,736.00,716.65,717.50,722.102564102564102564,468,33,337944.00,342,73.08,19.35,-18.50
18-November-2020,730.00,739.90,725.00,725.55,731.476744186046511627,258,26,188721.00,192,74.42,14.90,-4.45
17-November-2020,725.10,769.95,725.00,727.60,731.776504297994269340,1396,68,1021560.00,910,65.19,44.95,2.50
14-November-2020,749.80,749.80,730.65,742.60,742.540000000000000000,200,13,148508.00,146,73.00,19.15,-7.20
13-November-2020,710.25,744.00,710.10,744.00,728.780612244897959183,196,21,142841.00,151,77.04,33.90,33.75
12-November-2020,747.95,748.00,724.00,725.40,736.286940298507462686,2680,93,1973249.00,1774,66.19,24.00,-22.55
11-November-2020,760.00,760.00,703.00,731.60,728.706649697741011772,3143,201,2290325.00,2292,72.92,57.00,-28.40
10-November-2020,797.00,805.00,770.00,781.50,786.332512315270935960,812,30,638502.00,747,92.00,35.00,-15.50
9-November-2020,801.00,805.00,795.00,797.40,802.903954802259887005,177,13,142114.00,165,93.22,10.00,-3.60
6-November-2020,839.95,841.00,800.00,800.50,816.039014373716632443,487,48,397411.00,325,66.74,41.00,-39.45
5-November-2020,800.95,821.00,787.20,818.00,814.372901678657074340,834,35,679187.00,785,94.12,33.80,17.05
4-November-2020,765.00,800.00,765.00,800.00,797.220000000000000000,650,31,518193.00,609,93.69,35.00,35.00
3-November-2020,790.00,808.90,789.90,790.15,790.066666666666666666,240,7,189616.00,240,100.00,19.00,0.15
2-November-2020,773.00,795.00,764.00,765.10,778.547434656340755082,2066,22,1608479.00,2012,97.39,31.00,-7.90
30-October-2020,800.00,800.00,770.05,772.85,777.350000000000000000,60,5,46641.00,50,83.33,29.95,-27.15
29-October-2020,796.95,798.00,762.05,796.20,787.745614035087719298,114,13,89803.00,76,66.67,35.95,-0.75
