Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-December-2020,24.34,24.34,23.99,23.99,24.018181818181818181,110,4,2642.00,110,100.00,0.35,-0.35
29-December-2020,24.99,24.99,24.49,24.49,24.581818181818181818,220,4,5408.00,220,100.00,0.50,-0.50
28-December-2020,24.00,24.00,23.90,23.90,23.996153846153846153,260,4,6239.00,260,100.00,0.10,-0.10
24-December-2020,22.99,22.99,22.90,22.90,22.900000000000000000,110,3,2519.00,110,100.00,0.09,-0.09
21-December-2020,21.94,21.94,21.94,21.94,21.900000000000000000,20,1,438.00,20,100.00,0.00,0.00
18-December-2020,20.90,20.90,20.90,20.90,20.900000000000000000,500,5,10450.00,500,100.00,0.00,0.00
17-December-2020,22.05,22.05,22.00,22.00,22.008333333333333333,120,2,2641.00,120,100.00,0.05,-0.05
16-December-2020,21.00,21.00,21.00,21.00,21.000000000000000000,120,3,2520.00,120,100.00,0.00,0.00
15-December-2020,20.00,20.00,20.00,20.00,20.000000000000000000,50,1,1000.00,50,100.00,0.00,0.00
9-December-2020,19.05,19.05,19.05,19.05,19.048000000000000000,125,2,2381.00,125,100.00,0.00,0.00
8-December-2020,19.50,19.50,19.50,19.50,19.500000000000000000,400,7,7800.00,400,100.00,0.00,0.00
7-December-2020,18.58,18.58,18.58,18.58,18.576158940397350993,151,2,2805.00,151,100.00,0.00,0.00
4-December-2020,17.70,17.70,17.70,17.70,17.696629213483146067,89,3,1575.00,89,100.00,0.00,0.00
3-December-2020,16.00,16.86,16.00,16.86,16.013114754098360655,305,3,4884.00,305,100.00,0.86,0.86
2-December-2020,16.06,16.06,16.06,16.06,16.000000000000000000,1,1,16.00,1,100.00,0.00,0.00
1-December-2020,15.30,15.30,15.30,15.30,15.300000000000000000,100,1,1530.00,100,100.00,0.00,0.00
27-November-2020,14.58,14.58,14.58,14.58,14.580000000000000000,100,1,1458.00,100,100.00,0.00,0.00
26-November-2020,13.23,13.89,12.57,13.89,13.485714285714285714,490,6,6608.00,490,100.00,1.32,0.66
25-November-2020,13.23,13.23,13.23,13.23,13.228187919463087248,298,2,3942.00,298,100.00,0.00,0.00
24-November-2020,13.90,13.90,12.60,12.60,12.636363636363636363,11,2,139.00,11,100.00,1.30,-1.30
19-November-2020,13.24,13.24,13.24,13.24,13.000000000000000000,1,1,13.00,1,100.00,0.00,0.00
17-November-2020,12.61,12.61,12.61,12.61,12.600000000000000000,90,1,1134.00,90,100.00,0.00,0.00
14-November-2020,12.01,12.01,12.01,12.01,12.010000000000000000,100,1,1201.00,100,100.00,0.00,0.00
13-November-2020,11.44,11.44,11.44,11.44,11.440000000000000000,100,1,1144.00,100,100.00,0.00,0.00
12-November-2020,10.90,10.90,10.90,10.90,10.900000000000000000,100,1,1090.00,100,100.00,0.00,0.00
11-November-2020,10.39,10.39,10.39,10.39,10.390000000000000000,100,1,1039.00,100,100.00,0.00,0.00
10-November-2020,9.97,9.97,9.90,9.90,9.923333333333333333,300,2,2977.00,300,100.00,0.07,-0.07
30-October-2020,9.50,9.50,9.50,9.50,9.500000000000000000,10,1,95.00,10,100.00,0.00,0.00
29-October-2020,9.97,9.97,9.97,9.97,9.970000000000000000,500,1,4985.00,500,100.00,0.00,0.00
27-October-2020,9.50,9.50,9.50,9.50,9.500000000000000000,500,4,4750.00,500,100.00,0.00,0.00
23-October-2020,9.50,9.50,9.50,9.50,9.500000000000000000,100,1,950.00,100,100.00,0.00,0.00
13-October-2020,9.60,9.60,9.60,9.60,9.600000000000000000,5,1,48.00,5,100.00,0.00,0.00
12-October-2020,10.10,10.10,10.10,10.10,10.100000000000000000,10,1,101.00,10,100.00,0.00,0.00
8-October-2020,10.60,10.60,10.60,10.60,10.600000000000000000,20,1,212.00,20,100.00,0.00,0.00
1-October-2020,11.10,11.10,11.10,11.10,11.100000000000000000,20,1,222.00,20,100.00,0.00,0.00
30-September-2020,11.60,11.60,11.60,11.60,11.600000000000000000,20,2,232.00,20,100.00,0.00,0.00
29-September-2020,12.20,12.20,12.20,12.20,12.200000000000000000,50,1,610.00,50,100.00,0.00,0.00
17-September-2020,12.80,12.80,12.80,12.80,12.800000000000000000,100,2,1280.00,100,100.00,0.00,0.00
16-September-2020,12.80,12.80,12.80,12.80,12.000000000000000000,1,1,12.00,1,100.00,0.00,0.00
14-September-2020,13.40,13.40,13.40,13.40,13.393617021276595744,94,1,1259.00,94,100.00,0.00,0.00
10-September-2020,14.10,14.10,14.10,14.10,14.100000000000000000,10,1,141.00,10,100.00,0.00,0.00
8-September-2020,13.44,13.44,13.44,13.44,13.436170212765957446,94,2,1263.00,94,100.00,0.00,0.00
4-September-2020,12.16,12.80,12.16,12.80,12.799650174912543728,20010,3,256121.00,20010,100.00,0.64,0.64
2-September-2020,12.80,12.80,12.80,12.80,12.800000000000000000,10000,3,128000.00,10000,100.00,0.00,0.00
1-September-2020,12.80,12.80,12.80,12.80,12.800000000000000000,10000,2,128000.00,10000,100.00,0.00,0.00
31-August-2020,14.01,14.01,12.70,12.70,13.890909090909090909,110,2,1528.00,110,100.00,1.31,-1.31
28-August-2020,13.35,13.35,13.35,13.35,13.349442379182156133,538,3,7182.00,538,100.00,0.00,0.00
27-August-2020,12.72,12.72,12.72,12.72,12.719325153374233128,1304,2,16586.00,1304,100.00,0.00,0.00
26-August-2020,12.12,12.12,12.12,12.12,12.000000000000000000,5,1,60.00,5,100.00,0.00,0.00
25-August-2020,11.55,11.55,11.55,11.55,11.548057259713701431,489,1,5647.00,489,100.00,0.00,0.00
21-August-2020,11.45,11.45,11.00,11.00,11.410167130919220055,1436,2,16385.00,1436,100.00,0.45,-0.45
17-August-2020,11.50,11.50,11.50,11.50,11.500000000000000000,800,2,9200.00,800,100.00,0.00,0.00
11-August-2020,12.10,12.10,12.10,12.10,12.099983252386534918,5971,1,72249.00,5971,100.00,0.00,0.00
10-August-2020,12.10,12.10,12.10,12.10,12.100000000000000000,100,1,1210.00,100,100.00,0.00,0.00
22-July-2020,12.35,12.35,12.35,12.35,12.300000000000000000,10,1,123.00,10,100.00,0.00,0.00
20-July-2020,12.80,12.80,12.80,12.80,12.796875000000000000,128,2,1638.00,128,100.00,0.00,0.00
17-July-2020,12.20,12.20,12.20,12.20,12.189873417721518987,79,2,963.00,79,100.00,0.00,0.00
16-July-2020,11.65,11.65,11.65,11.65,11.650000000000000000,20,1,233.00,20,100.00,0.00,0.00
15-July-2020,12.20,12.20,12.20,12.20,12.200000000000000000,30,1,366.00,30,100.00,0.00,0.00
14-July-2020,12.75,12.75,12.75,12.75,12.000000000000000000,1,1,12.00,1,100.00,0.00,0.00
10-July-2020,13.40,13.40,13.40,13.40,13.400000000000000000,50,1,670.00,50,100.00,0.00,0.00
9-July-2020,13.95,15.20,13.90,14.00,14.046511627906976744,344,4,4832.00,344,100.00,1.30,0.05
8-July-2020,14.50,14.50,14.50,14.50,14.500000000000000000,58,2,841.00,58,100.00,0.00,0.00
6-July-2020,15.20,15.20,15.20,15.20,15.200000000000000000,20,1,304.00,20,100.00,0.00,0.00
2-July-2020,15.90,15.90,15.90,15.90,15.900000000000000000,10,1,159.00,10,100.00,0.00,0.00
1-July-2020,16.70,16.70,16.70,16.70,16.700000000000000000,10,1,167.00,10,100.00,0.00,0.00
30-June-2020,17.55,17.55,17.55,17.55,17.550000000000000000,100,3,1755.00,100,100.00,0.00,0.00
23-June-2020,18.45,18.45,18.45,18.45,18.363636363636363636,11,1,202.00,11,100.00,0.00,0.00
19-June-2020,19.40,19.45,19.40,19.40,19.400000000000000000,105,4,2037.00,105,100.00,0.05,0.00
15-June-2020,20.40,20.40,20.40,20.40,20.400000000000000000,80,2,1632.00,80,100.00,0.00,0.00
10-June-2020,23.65,23.65,21.45,21.45,21.523809523809523809,21,2,452.00,21,100.00,2.20,-2.20
8-June-2020,22.55,22.55,22.55,22.55,22.000000000000000000,1,1,22.00,1,100.00,0.00,0.00
